StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,pol_affiliation_1,driving_ability_1,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,moderators_DO
2023-04-06 15:50:25,2023-04-06 15:53:27,0,68.227.213.61,100,181,1,2023-04-06 15:53:27,R_1ZwZbVmk8zdYmHL,,,,,41.6842,-71.2649,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,21.729,0,0,0,16.105,0,95,15,20,90,40,40,2,1,20,40,60,1,,44,3,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 15:50:17,2023-04-06 15:53:42,0,75.84.114.212,100,205,1,2023-04-06 15:53:43,R_2bJcqNdXgeNM07R,,,,,33.9212,-118.1424,anonymous,EN,1,2,2,0,0,11.133,0,0,0,11.476,0,90,5,95,8,12,,,,,,,,,,,,,,,1,1,86,80,5,1,,37,1,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:51:50,2023-04-06 15:53:49,0,47.154.156.55,100,118,1,2023-04-06 15:53:50,R_2AX5DRg2OkzUQdj,,,,,33.6598,-117.3485,anonymous,EN,1,2,2,0,0,22.766,0,7.527,7.527,10.896,1,100,0,100,51,61,,,,,,,,,,,,,,,1,1,40,100,100,1,,20,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 15:38:21,2023-04-06 16:02:26,0,172.59.113.77,100,1444,1,2023-04-06 16:02:26,R_2v3cSBBVwkOt6IT,,,,,36.8919,-76.2325,anonymous,EN,1,2,2,,,,,,,,,,,,,,4.748,4.748,604.343,1,0,0,10.995,0,97,0,18,95,11,10,2,1,50,94,22,1,,34,3,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:01:24,2023-04-06 16:02:54,0,162.201.83.5,100,89,1,2023-04-06 16:02:54,R_XXm1trISm1J76Tv,,,,,36.3373,-94.0999,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,13.671,0,0,0,11.126,0,73,78,71,88,65,62,1,1,67,66,72,1,,34,3,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:00:49,2023-04-06 16:03:09,0,75.72.47.76,100,139,1,2023-04-06 16:03:09,R_yxUajL0e0jlxbqx,,,,,45.0646,-93.3836,anonymous,EN,1,2,2,0,0,15.711,0,0,0,12.712,0,92,8,91,19,36,,,,,,,,,,,,,,,1,1,10,50,10,2,,35,7,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:00:50,2023-04-06 16:03:13,0,23.243.192.241,100,142,1,2023-04-06 16:03:14,R_23eoMsTDEhLObzs,,,,,33.7499,-117.9071,anonymous,EN,1,2,2,16.501,16.794,18.488,2,0,0,14.079,0,84,28,90,28,16,,,,,,,,,,,,,,,1,1,1,80,18,1,,27,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:00:37,2023-04-06 16:03:17,0,73.227.177.106,100,160,1,2023-04-06 16:03:17,R_1FEgbel3lMuSkhI,,,,,42.5181,-70.899,anonymous,EN,1,2,2,,,,,,,,,,,,,,25.408,25.408,26.687,1,0,0,11.644,0,100,0,20,90,10,15,2,1,40,40,0,2,,38,5,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:00:41,2023-04-06 16:03:23,0,71.8.125.165,100,161,1,2023-04-06 16:03:23,R_3ebpdbWhJ4sAIn5,,,,,32.7825,-97.2993,anonymous,EN,1,2,2,8.347,8.347,11.094,1,0,0,16.7,0,50,50,60,50,40,,,,,,,,,,,,,,,1,2,50,60,60,1,,23,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:01:14,2023-04-06 16:03:32,0,173.81.137.2,100,138,1,2023-04-06 16:03:33,R_2pW4r9vky3vPbZV,,,,,38.3274,-81.669,anonymous,EN,1,2,2,,,,,,,,,,,,,,16.47,26.295,26.962,2,2.562,2.562,11.612,1,82,18,14,84,26,39,2,1,18,76,22,1,,45,3,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:00:43,2023-04-06 16:04:01,0,75.81.180.225,100,198,1,2023-04-06 16:04:02,R_1dE9PABrn3Pabw7,,,,,32.7808,-115.5627,anonymous,EN,1,2,2,13.486,17.972,52.209,2,0,0,11.313,0,100,0,100,9,3,,,,,,,,,,,,,,,1,1,8,90,60,2,,33,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:01:53,2023-04-06 16:04:12,0,24.91.180.31,100,138,1,2023-04-06 16:04:12,R_2VNKW38ZuPCw4eT,,,,,42.0681,-72.6256,anonymous,EN,1,2,2,0,0,17.601,0,0,0,10.927,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,0,100,0,2,,44,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:00:56,2023-04-06 16:04:15,0,73.8.29.72,100,199,1,2023-04-06 16:04:15,R_217BgMpOvlzy6QC,,,,,41.9237,-87.814,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,26.796,0,0,0,16.147,0,94,12,0,100,11,1,2,1,0,50,0,2,,70,5,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:01:38,2023-04-06 16:04:18,0,199.59.112.184,100,159,1,2023-04-06 16:04:19,R_Dot55zlXlQPmHBv,,,,,34.5209,-83.5453,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,15.051,0,0,0,11.604,0,100,0,0,100,0,0,2,1,30,100,30,2,,26,5,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:04:10,2023-04-06 16:04:19,0,98.164.183.20,100,9,1,2023-04-06 16:04:19,R_32PeFCCUFkKLh9h,,,,,35.9978,-114.9592,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 16:01:30,2023-04-06 16:04:30,0,98.228.111.164,100,180,1,2023-04-06 16:04:30,R_3CHNaB2rxRGOV5n,,,,,42.0342,-87.7568,anonymous,EN,1,2,2,0,0,22.862,0,0,0,10.994,0,90,20,100,70,40,,,,,,,,,,,,,,,1,1,20,55,30,1,,23,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:02:18,2023-04-06 16:04:35,0,98.110.65.33,100,136,1,2023-04-06 16:04:36,R_2s0aJj5gggW1Dua,,,,,39.8845,-74.9067,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11.771,0,0,0,15.035,0,100,0,0,88,50,50,2,1,36,70,50,1,,49,3,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:01:46,2023-04-06 16:04:40,0,136.37.219.163,100,174,1,2023-04-06 16:04:40,R_sjsWRIGi9fsqAaR,,,,,38.9822,-94.6719,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,27.12,0,0,0,10.997,0,100,0,5,100,0,5,2,1,6,30,40,1,,23,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:02:36,2023-04-06 16:04:43,0,104.32.254.58,100,127,1,2023-04-06 16:04:44,R_2rUifAaB6BkPN7k,,,,,34.2003,-118.4045,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.854,0,0,0,12.865,0,100,0,18,100,0,3,2,1,0,90,17,1,,33,3,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:02:09,2023-04-06 16:04:48,0,104.183.117.191,100,158,1,2023-04-06 16:04:48,R_3frtLv8UcwL8Wwp,,,,,28.5344,-81.3783,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.319,0,0,0,13.289,0,100,0,0,100,0,0,2,1,50,62,50,1,,35,3,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:01:35,2023-04-06 16:04:56,0,72.238.41.112,100,200,1,2023-04-06 16:04:56,R_3j2RelgacOtqh0Y,,,,,28.9453,-81.2989,anonymous,EN,1,2,2,0,0,15.455,0,0,0,45.294,0,100,0,100,0,20,,,,,,,,,,,,,,,1,1,0,100,61,1,,52,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:02:14,2023-04-06 16:05:00,0,65.31.127.70,100,165,1,2023-04-06 16:05:00,R_ZsIRoanaZK3zVx7,,,,,42.9896,-88.0876,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,23.827,0,0,0,10.872,0,94,0,0,72,50,11,2,1,20,50,20,2,,49,5,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:02:08,2023-04-06 16:05:05,0,216.106.239.218,100,177,1,2023-04-06 16:05:06,R_07crUyq65XX193r,,,,,43.0084,-96.632,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,23.795,0,0,0,11.013,0,100,0,0,100,0,0,2,1,50,61,0,1,,25,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:01:36,2023-04-06 16:05:06,0,98.249.124.195,100,210,1,2023-04-06 16:05:07,R_2pWd86sp7ZHXRnE,,,,,35.8663,-106.2676,anonymous,EN,1,2,2,0,0,22.57,0,0,0,29.735,0,100,0,100,20,35,,,,,,,,,,,,,,,1,1,50,50,47,2,,56,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:01:41,2023-04-06 16:05:08,0,98.234.192.47,100,207,1,2023-04-06 16:05:09,R_24Ouu3Xgr5dO5Lv,,,,,37.9577,-122.0757,anonymous,EN,1,2,2,0.627,15.401,17.062,4,11.574,11.574,12.728,1,100,0,100,14,11,,,,,,,,,,,,,,,1,1,26,35,32,1,,32,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:01:25,2023-04-06 16:05:14,0,73.126.136.40,100,228,1,2023-04-06 16:05:14,R_3pgrSr1dgZrk5ZP,,,,,41.7652,-72.7028,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11.442,0,3.102,3.102,11.31,1,89,21,15,76,35,29,2,1,33,69,37,2,,26,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:04:48,2023-04-06 16:05:14,0,108.213.250.203,100,26,1,2023-04-06 16:05:15,R_2BqVK8zTYbalJhQ,,,,,29.397,-94.9203,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 16:02:38,2023-04-06 16:05:17,0,24.18.54.105,100,159,1,2023-04-06 16:05:18,R_30hE9eeOLUL1ewb,,,,,47.6722,-122.1257,anonymous,EN,1,2,2,0,0,37.149,0,0,0,11.133,0,100,0,100,19,9,,,,,,,,,,,,,,,1,1,50,75,0,1,,30,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:01:42,2023-04-06 16:05:18,0,24.27.40.94,100,216,1,2023-04-06 16:05:18,R_u9BQrwljN3VSYud,,,,,30.5154,-97.6689,anonymous,EN,1,2,2,,,,,,,,,,,,,,8.652,8.652,19.301,1,0,0,11.322,0,100,0,0,100,0,0,2,1,80,50,0,2,,23,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:00:25,2023-04-06 16:05:26,0,68.41.226.10,100,301,1,2023-04-06 16:05:27,R_suRTriQyKJYoEsV,,,,,42.5138,-82.9396,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,29.467,0,0,0,15.157,0,100,0,0,100,0,0,2,1,50,50,75,1,,39,1,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:02:15,2023-04-06 16:05:30,0,23.112.178.217,100,194,1,2023-04-06 16:05:30,R_3nxxdwaV0S60Ye5,,,,,35.2227,-80.7938,anonymous,EN,1,2,2,0,0,28.701,0,0,0,14.901,0,100,0,100,9,7,,,,,,,,,,,,,,,1,1,32,32,12,2,,53,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:02:44,2023-04-06 16:05:38,0,67.61.249.251,100,174,1,2023-04-06 16:05:39,R_3IaQI5s9l0o4umO,,,,,43.8125,-111.7855,anonymous,EN,1,2,2,0,0,33.534,0,0,0,12.168,0,100,0,100,3,50,,,,,,,,,,,,,,,1,1,100,0,50,1,,45,1,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:03:13,2023-04-06 16:05:45,0,108.204.89.40,100,152,1,2023-04-06 16:05:45,R_2dyyAtHb6y4AhRA,,,,,37.9448,-122.0279,anonymous,EN,1,2,2,0,0,22.495,0,0,0,11.472,0,100,0,100,0,7,,,,,,,,,,,,,,,1,1,13,82,19,1,,49,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:02:30,2023-04-06 16:05:46,0,172.92.206.93,100,195,1,2023-04-06 16:05:46,R_2EiTtNzURMgzUjO,,,,,48.1789,-122.5181,anonymous,EN,1,2,2,27.816,57.779,59.597,2,0,0,11.748,0,100,20,100,75,96,,,,,,,,,,,,,,,1,1,1,40,56,2,,54,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:01:24,2023-04-06 16:05:46,0,69.242.223.145,100,262,1,2023-04-06 16:05:46,R_1BXab5Wmm62le1C,,,,,42.3255,-83.0415,anonymous,EN,1,2,2,0,0,34.666,0,0,0,19.827,0,90,10,95,60,35,,,,,,,,,,,,,,,1,1,10,50,15,2,,55,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:01:34,2023-04-06 16:06:00,0,73.181.244.218,100,266,1,2023-04-06 16:06:01,R_3r1lXoC7P4gn9fD,,,,,47.2109,-122.4147,anonymous,EN,1,2,2,,,,,,,,,,,,,,23.948,23.948,25.079,1,0,0,15.125,0,100,0,4,100,10,10,2,1,0,71,50,2,,52,5,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:03:34,2023-04-06 16:06:11,0,104.1.29.253,100,157,1,2023-04-06 16:06:12,R_8r0dFtwxx4W7ACl,,,,,41.5039,-88.2152,anonymous,EN,1,2,2,0,0,17.782,0,0,0,11.276,0,80,70,90,80,75,,,,,,,,,,,,,,,1,1,20,80,30,2,,21,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:04:17,2023-04-06 16:06:27,0,172.91.4.228,100,130,1,2023-04-06 16:06:28,R_yr9zZRtznSiLUTD,,,,,34.0672,-118.3016,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,13.09,0,0,0,11.147,0,100,0,0,100,0,20,2,2,9,50,70,1,,31,7,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:01:12,2023-04-06 16:06:28,0,68.189.33.227,100,315,1,2023-04-06 16:06:29,R_3qNyet8XWBGIwYb,,,,,40.5585,-122.4139,anonymous,EN,1,2,2,,,,,,,,,,,,,,1.603,26.899,28.15,5,2.092,8.634,11.177,3,100,0,20,100,0,0,2,1,55,55,0,1,,41,1,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:03:39,2023-04-06 16:06:28,0,140.186.94.50,100,169,1,2023-04-06 16:06:29,R_3LhHOs01zHYOsXz,,,,,46.8524,-96.8121,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,17.144,0,0,0,10.993,0,98,0,14,100,10,1,2,1,0,49,19,1,,23,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:02:48,2023-04-06 16:06:38,0,73.130.176.141,100,229,1,2023-04-06 16:06:38,R_3KxSpR7seNrVDaF,,,,,40.0008,-76.7697,anonymous,EN,1,2,2,0,0,16.058,0,0,0,12.927,0,100,10,100,15,12,,,,,,,,,,,,,,,1,1,0,50,0,2,,34,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:03:50,2023-04-06 16:06:41,0,71.239.113.93,100,171,1,2023-04-06 16:06:42,R_2pQUaxriFex904g,,,,,41.8719,-87.6589,anonymous,EN,1,2,2,0,0,40.886,0,0,0,11.783,0,85,21,89,22,57,,,,,,,,,,,,,,,1,1,0,0,17,1,,23,2,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:03:34,2023-04-06 16:06:43,0,72.109.61.227,100,188,1,2023-04-06 16:06:43,R_9slobkrZ95JJN4Z,,,,,35.798,-78.3926,anonymous,EN,1,2,2,0,0,23.592,0,0,0,11.794,0,80,30,87,70,75,,,,,,,,,,,,,,,1,1,31,70,30,1,,24,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:05:06,2023-04-06 16:06:47,0,70.229.208.176,100,101,1,2023-04-06 16:06:48,R_2wcwWSXB3ok3Geu,,,,,38.0004,-121.3105,anonymous,EN,1,2,2,0,0,10.793,0,0,0,10.664,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,0,0,42,1,,24,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:04:37,2023-04-06 16:07:03,0,76.185.177.68,100,145,1,2023-04-06 16:07:03,R_2VHA3tT5lD7c5m0,,,,,29.4247,-98.4621,anonymous,EN,1,2,2,0,0,14.975,0,0,0,13.322,0,97,7,97,3,75,,,,,,,,,,,,,,,1,1,22,75,13,1,,28,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:02:24,2023-04-06 16:07:09,0,67.182.64.231,100,285,1,2023-04-06 16:07:09,R_10I6Ax33HB37hsw,,,,,38.581,-121.4939,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,58.967,0,0,0,13.085,0,100,0,10,100,5,0,2,1,90,50,90,1,,24,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:04:17,2023-04-06 16:07:18,0,73.223.236.18,100,180,1,2023-04-06 16:07:18,R_3JqIh9T6KMoLnGM,,,,,37.3177,-121.938,anonymous,EN,1,2,2,2.065,7.798,34.511,13,0,0,11.831,0,90,50,100,80,60,,,,,,,,,,,,,,,1,1,50,50,25,1,,21,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:05:12,2023-04-06 16:07:19,0,174.161.75.61,100,127,1,2023-04-06 16:07:20,R_3MfIGJDd6TDlJBx,,,,,35.958,-83.9172,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,15.044,0,0,0,12.307,0,100,0,78,100,12,3,2,1,0,100,82,3,,28,3,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,pol_affiliation|driving_ability
2023-04-06 16:03:55,2023-04-06 16:07:25,0,107.205.128.173,100,210,1,2023-04-06 16:07:26,R_3jfjMt5klE2tRVd,,,,,29.9481,-90.207,anonymous,EN,1,2,2,5.459,19.452,21.522,2,0,0,11.456,0,100,0,100,82,5,,,,,,,,,,,,,,,1,1,61,72,20,2,,50,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
2023-04-06 16:03:49,2023-04-06 16:07:26,0,100.6.49.29,100,216,1,2023-04-06 16:07:26,R_2w02CrEFHlTCdxl,,,,,40.3767,-79.8112,anonymous,EN,1,2,2,0,0,56.584,0,0,0,11.634,0,100,10,100,0,12,,,,,,,,,,,,,,,1,1,100,100,31,1,,23,1,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:03:31,2023-04-06 16:07:38,0,45.24.66.32,100,246,1,2023-04-06 16:07:39,R_3ff0waLR4tfY1g8,,,,,32.7691,-96.6053,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,17.271,0,0,0,11.173,0,100,0,0,100,3,3,2,2,30,97,0,1,,32,1,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:02:43,2023-04-06 16:07:49,0,217.180.201.105,100,305,1,2023-04-06 16:07:49,R_3GeTTGNsCXJBY2A,,,,,38.0052,-84.423,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,13.201,0,0,0,10.792,0,95,5,0,85,50,75,2,1,44,50,26,1,,44,7,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:03:53,2023-04-06 16:08:08,0,130.126.255.86,100,255,1,2023-04-06 16:08:09,R_2D5nd5av5xctUnb,,,,,40.112,-88.2365,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,22.893,0,0,0,13.942,0,91,10,0,91,62,61,2,1,8,69,29,2,,23,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,driving_ability|pol_affiliation
2023-04-06 16:03:27,2023-04-06 16:08:26,0,74.66.201.129,100,299,1,2023-04-06 16:08:27,R_1LCxKDxn2cJPBdf,,,,,40.7123,-74.0068,anonymous,EN,1,2,2,0,0,34.6,0,0,0,15.203,0,100,5,100,65,5,,,,,,,,,,,,,,,1,1,50,85,70,1,,46,2,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,driving_ability|pol_affiliation
2023-04-06 16:04:27,2023-04-06 16:08:30,0,166.205.159.126,100,243,1,2023-04-06 16:08:30,R_3n6gf1KJGe8n2IA,,,,,26.2681,-80.2092,anonymous,EN,1,2,2,1.379,31.734,34.114,3,0,0,19.455,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,10,50,0,1,,30,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,pol_affiliation|driving_ability
