StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_mf_sue_AV_1,avoid_AV_1,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,vA_sue_AV_intv_1,vB_mf_sue_AV_intv_1,avoid_AV_intv_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_driver_sue_1,vB_mf_sue_1,avoid_1,Q163_First Click,Q163_Last Click,Q163_Page Submit,Q163_Click Count,vA_sue_intv_1,vB_sue_intv_1,vB_mf_sue_intv_1,avoid_intv_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,FL_4_DO,FL_92_DO,FL_98_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_AV_intv_DO,questions_2_AV_intv_DO,questions_1_DO,questions_2_DO,questions_1_intv_DO,questions_2_intv_DO
2024-06-05 10:41:04,2024-06-05 10:47:47,0,16.98.5.136,100,402,1,2024-06-05 10:47:47,R_6Q4OS8CBc7n94Hv,,,,,28.2949,-82.6391,anonymous,EN,1,2,2,0,0,28.194,0,0,0,16.236,0,,,,0,0,80.053,0,100,50,50,,,,,,,,,,,,,,,,,,,,,1,1,30,2,,37,5,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 10:51:34,2024-06-05 10:56:35,0,98.169.240.226,100,300,1,2024-06-05 10:56:35,R_3X2NkJIo3I2eWnn,,,,,38.7304,-77.0634,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,31.184,0,0,0,13.118,0,100,0,0,40,,,,,,,,,2,1,20,1,,54,5,,,,,,FL_40,,FL_99,,,,,Q90|vB_driver_sue|vA_sue|vB_mf_sue,Q71|avoid,,
2024-06-05 11:02:45,2024-06-05 11:05:07,0,71.125.90.156,100,142,1,2024-06-05 11:05:08,R_5GCkE0bnDNHiybg,,,,,40.6548,-74.64,anonymous,EN,1,2,2,0,0,29.721,0,0,0,12.326,0,89,31,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,28,1,,51,5,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 11:03:13,2024-06-05 11:05:56,0,72.203.75.19,100,163,1,2024-06-05 11:05:57,R_1mMv2xekS3fFmut,,,,,33.5104,-117.6591,anonymous,EN,1,2,2,0,0,18.703,0,0,0,11.599,0,,,,0,0,30.401,0,100,70,0,,,,,,,,,,,,,,,,,,,,,1,1,39,2,,49,5,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 11:03:48,2024-06-05 11:09:52,0,24.59.151.227,100,364,1,2024-06-05 11:09:53,R_1frDF4YPofwhLZ0,,,,,42.9716,-76.223,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,35.546,0,0,0,12.113,0,90,0,50,20,,,,,,,,,2,1,0,2,,35,3,,,,,,FL_40,,FL_99,,,,,Q90|vB_mf_sue|vB_driver_sue|vA_sue,Q71|avoid,,
2024-06-05 11:09:04,2024-06-05 11:13:38,0,68.195.5.216,100,274,1,2024-06-05 11:13:38,R_1FOQogEEVxCrD57,,,,,40.8768,-74.0867,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,12.166,32.949,33.861,7,7.97,21.639,22.52,3,,,,,30.233,49.321,51.409,2,92,10,0,3,2,1,24,2,,54,4,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv,Q167|avoid_intv
2024-06-05 11:13:52,2024-06-05 11:14:39,0,172.59.187.13,100,46,1,2024-06-05 11:14:39,R_6L5wLSSLUZo8RUm,,,,,41.972,-87.7596,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 11:16:13,2024-06-05 11:17:06,0,65.29.161.249,100,53,1,2024-06-05 11:17:07,R_7lo74hMSkKxgvMq,,,,,43.0818,-87.892,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 11:14:48,2024-06-05 11:17:27,0,172.59.186.161,100,158,1,2024-06-05 11:17:27,R_3qhD7SSRjRdNh1n,,,,,41.972,-87.7596,anonymous,EN,1,2,2,0,0,18.898,0,0,0,13.037,0,100,80,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,49,5,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 11:17:16,2024-06-05 11:17:56,0,174.247.151.214,100,39,1,2024-06-05 11:17:56,R_5MQpvLrh1ipALk6,,,,,40.7592,-111.8875,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 11:16:43,2024-06-05 11:21:25,0,173.69.181.6,100,281,1,2024-06-05 11:21:25,R_6eXAIOubd9pRirn,,,,,38.9894,-76.5494,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,21.837,0,0,0,11.425,0,,,,,0,0,29.248,0,100,0,0,10,2,1,10,2,,40,2,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv,Q167|avoid_intv
2024-06-05 11:23:43,2024-06-05 11:26:28,0,137.53.241.244,100,165,1,2024-06-05 11:26:29,R_3qNy3D9F5GbvNRH,,,,,45.4972,-122.6937,anonymous,EN,1,2,2,0,0,22.383,0,0,0,32.81,0,22,90,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,1,,27,4,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 11:26:44,2024-06-05 11:29:51,0,150.135.165.77,100,186,1,2024-06-05 11:29:52,R_5sarq7u2khup7eX,,,,,32.2503,-110.945,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,17.671,0,0,0,15.584,0,100,0,0,10,,,,,,,,,2,1,60,1,,45,4,,,,,,FL_40,,FL_99,,,,,Q90|vB_mf_sue|vB_driver_sue|vA_sue,Q71|avoid,,
2024-06-05 11:27:24,2024-06-05 11:30:17,0,73.11.192.194,100,172,1,2024-06-05 11:30:17,R_5rHnjH6vuw69hMP,,,,,47.7178,-122.2999,anonymous,EN,1,2,2,1.806,11.68,12.141,3,8.484,8.484,10.854,1,,,,21.012,27.581,30.501,3,100,0,0,,,,,,,,,,,,,,,,,,,,,1,1,34,2,,39,3,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 11:31:58,2024-06-05 11:34:59,0,50.76.200.145,100,181,1,2024-06-05 11:35:00,R_54VCrHc1LkiMOqd,,,,,40.3781,-76.4355,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,21.915,0,0,0,11.969,0,,,,,0,0,25.044,0,100,0,0,5,2,1,4,2,,40,5,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv,Q167|avoid_intv
2024-06-05 11:33:45,2024-06-05 11:39:59,0,68.37.8.133,100,373,1,2024-06-05 11:40:00,R_3lypfFoXfuWeVnh,,,,,42.6919,-83.0558,anonymous,EN,1,2,2,0,0,30.301,0,0,0,18.923,0,,,,0,0,60.241,0,100,0,8,,,,,,,,,,,,,,,,,,,,,1,1,11,2,,32,1,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 11:44:52,2024-06-05 11:48:14,0,67.144.119.19,100,201,1,2024-06-05 11:48:15,R_5EgzUo1YrZyCpNf,,,,,41.4802,-82.0997,anonymous,EN,1,2,2,6.851,12.524,22.216,2,1.97,1.97,11.601,1,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,75,1,,38,5,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 11:54:06,2024-06-05 11:54:29,0,50.158.124.134,100,23,1,2024-06-05 11:54:30,R_3NDOSkhINkmvk7m,,,,,36.1724,-115.0677,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 11:54:42,2024-06-05 11:57:28,0,50.158.124.134,100,166,1,2024-06-05 11:57:29,R_37KKq36jfTZbjPJ,,,,,36.1724,-115.0677,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,24.55,0,0,0,11.619,0,80,0,0,0,,,,,,,,,2,1,0,2,,31,3,,,,,,FL_40,,FL_99,,,,,Q90|vA_sue|vB_driver_sue|vB_mf_sue,Q71|avoid,,
2024-06-05 11:57:27,2024-06-05 12:02:53,0,172.59.137.41,100,326,1,2024-06-05 12:02:53,R_69aDkW4ea5iR88p,,,,,40.4339,-79.9996,anonymous,EN,1,2,2,0,0,31.206,0,0,0,20.291,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,54,4,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 12:05:07,2024-06-05 12:08:00,0,24.186.86.59,100,172,1,2024-06-05 12:08:00,R_3fg8ATwRUq15qxJ,,,,,40.5511,-74.4606,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,14.327,0,0,0,11.147,0,,,,,0,0,25.7,0,100,0,9,0,2,1,0,2,,45,4,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv,Q167|avoid_intv
2024-06-05 12:06:25,2024-06-05 12:09:31,0,72.198.22.76,100,185,1,2024-06-05 12:09:31,R_5zzPaHserMTftrm,,,,,35.3274,-97.5556,anonymous,EN,1,2,2,0,0,12.854,0,0,0,11.535,0,,,,0,0,13.602,0,100,100,80,,,,,,,,,,,,,,,,,,,,,1,1,30,1,,40,4,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 12:09:00,2024-06-05 12:14:05,0,98.183.36.215,100,304,1,2024-06-05 12:14:06,R_7N8rBzxfvir3DZ3,,,,,30.5305,-87.2738,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,16.078,41.567,42.632,2,13.475,13.475,14.842,1,100,0,50,0,,,,,,,,,2,1,0,2,,36,1,,,,,,FL_40,,FL_99,,,,,Q90|vB_driver_sue|vB_mf_sue|vA_sue,Q71|avoid,,
2024-06-05 12:20:57,2024-06-05 12:23:10,0,174.178.157.207,100,133,1,2024-06-05 12:23:11,R_1fkm0JxazKjATiV,,,,,40.3102,-76.0388,anonymous,EN,1,2,2,0,0,16.845,0,0,0,13.926,0,90,25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,70,1,,28,4,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 12:20:47,2024-06-05 12:23:54,0,99.41.81.244,100,186,1,2024-06-05 12:23:54,R_5sy0w412pIjyW77,,,,,39.0847,-94.5308,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,23.889,0,0,0,14.82,0,,,,,0,0,32.003,0,100,0,0,0,2,1,0,1,,39,4,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv,Q167|avoid_intv
2024-06-05 12:24:08,2024-06-05 12:25:44,0,72.227.150.13,100,96,1,2024-06-05 12:25:45,R_70Sy4ADwYigzXRn,,,,,40.7579,-73.9332,anonymous,EN,1,2,2,1.61,4.649,11.255,2,1.319,5.208,10.929,2,,,,7.658,7.658,8.591,1,100,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,27,4,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 12:27:09,2024-06-05 12:30:34,0,75.139.202.7,100,204,1,2024-06-05 12:30:34,R_3hygjFdWh5gz8dv,,,,,42.3394,-122.8475,anonymous,EN,1,2,2,0,0,39.808,0,0,0,11.816,0,,,,0,0,30.942,0,100,0,0,,,,,,,,,,,,,,,,,,,,,1,1,72,2,,40,1,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 12:25:49,2024-06-05 12:30:34,0,174.235.209.210,100,285,1,2024-06-05 12:30:35,R_5Advrm7Vhxtzxvz,,,,,41.2315,-96.0519,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,8.404,22.015,23.304,2,5.972,16.246,18.193,2,,,,,45.595,45.595,49.305,1,100,0,0,0,2,1,10,1,,43,1,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_sue_intv|vB_mf_sue_intv|vA_sue_intv,Q167|avoid_intv
2024-06-05 12:28:03,2024-06-05 12:31:10,0,50.218.140.234,100,186,1,2024-06-05 12:31:10,R_1Vr0NGRnLileamK,,,,,42.6758,-82.9121,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,12.536,0,0,0,12.182,0,,,,,0,0,34.1,0,100,0,0,0,2,1,71,2,,32,5,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv,Q167|avoid_intv
2024-06-05 12:39:58,2024-06-05 12:44:30,0,142.197.54.45,100,271,1,2024-06-05 12:44:30,R_6Ptkolxk0JpZHEC,,,,,29.0511,-82.038,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,19.957,0,0,0,19.689,0,,,,,0,0,66.429,0,80,50,19,20,2,1,10,2,,42,3,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv,Q167|avoid_intv
2024-06-05 12:41:51,2024-06-05 12:45:48,0,65.34.114.49,100,237,1,2024-06-05 12:45:49,R_1H1N0LyPGegaSbf,,,,,30.6156,-87.3211,anonymous,EN,1,2,2,10.416,28.244,29.764,2,4.178,15.522,17.296,2,100,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30,2,,30,4,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 12:43:20,2024-06-05 12:46:21,0,47.6.207.143,100,180,1,2024-06-05 12:46:21,R_7DS1yOd9R76suGz,,,,,47.0046,-120.5068,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,21.389,0,0,0,11.524,0,100,0,27,16,,,,,,,,,2,1,18,2,,43,5,,,,,,FL_40,,FL_99,,,,,Q90|vB_mf_sue|vB_driver_sue|vA_sue,Q71|avoid,,
2024-06-05 12:45:15,2024-06-05 12:48:46,0,73.12.244.249,100,210,1,2024-06-05 12:48:46,R_6ZBO7OCSgiVckLW,,,,,39.7362,-121.8378,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,22.172,0,0,0,16.588,0,,,,,0,0,38.521,0,100,0,0,10,2,1,10,1,,45,3,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv,Q167|avoid_intv
2024-06-05 12:48:39,2024-06-05 12:50:58,0,38.40.18.63,100,139,1,2024-06-05 12:50:59,R_8CI9xSleOGSWcXT,,,,,37.6199,-87.0542,anonymous,EN,1,2,2,0,0,16.803,0,0,0,14.873,0,,,,0,0,10.284,0,100,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,34,5,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 12:46:36,2024-06-05 12:51:40,0,207.109.54.133,100,303,1,2024-06-05 12:51:40,R_3EbzkvJyJytxub3,,,,,39.7945,-105.0953,anonymous,EN,1,2,2,67.09,67.09,76.548,1,0,0,117.566,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,23,1,,34,3,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 12:49:15,2024-06-05 12:52:02,0,67.218.88.75,100,166,1,2024-06-05 12:52:03,R_6fdaJqiGEnKLZZ6,,,,,41.5041,-72.9167,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,23.449,0,13.883,13.883,14.288,1,100,100,0,0,,,,,,,,,2,2,58,1,,23,5,,,,,,FL_40,,FL_99,,,,,Q90|vB_driver_sue|vA_sue|vB_mf_sue,Q71|avoid,,
2024-06-05 12:48:40,2024-06-05 12:52:03,0,174.192.193.204,100,203,1,2024-06-05 12:52:03,R_7Ce6OOJ4ftL3A9T,,,,,39.0157,-77.0085,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,7.321,30.488,32.935,4,11.288,12.038,16.701,2,100,0,30,0,,,,,,,,,2,1,33,2,,34,4,,,,,,FL_40,,FL_99,,,,,Q90|vB_driver_sue|vA_sue|vB_mf_sue,Q71|avoid,,
2024-06-05 12:51:04,2024-06-05 12:53:44,0,47.224.208.131,100,159,1,2024-06-05 12:53:44,R_67ffZi39QO8ywKt,,,,,39.4987,-119.8202,anonymous,EN,1,2,2,13.26,13.26,15.312,1,9.184,9.184,11.453,1,,,,0.627,0.627,17.233,1,93,9,9,,,,,,,,,,,,,,,,,,,,,1,1,65,1,,30,5,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 12:36:32,2024-06-05 12:54:08,0,99.158.45.56,100,1055,1,2024-06-05 12:54:08,R_3iqKBKjsQ96P42k,,,,,29.8331,-95.7498,anonymous,EN,1,2,2,0,0,37.23,0,0,0,14.77,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,2,,24,4,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 12:57:00,2024-06-05 12:59:44,0,71.168.151.137,100,164,1,2024-06-05 12:59:44,R_62zUpd85RZOvtV0,,,,,39.7595,-74.8674,anonymous,EN,1,2,2,0,0,18.749,0,0,0,11.623,0,,,,0,0,19.509,0,89,74,41,,,,,,,,,,,,,,,,,,,,,1,1,26,2,,32,4,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 13:02:12,2024-06-05 13:02:42,0,4.15.203.14,100,30,1,2024-06-05 13:02:43,R_1NtjBYtbR5PNSN3,,,,,38.9687,-94.5696,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 13:00:31,2024-06-05 13:03:21,0,47.20.102.33,100,170,1,2024-06-05 13:03:22,R_6kLUUfpqvQiOwRG,,,,,40.9451,-74.2531,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,12.433,0,0,0,10.916,0,,,,,0,0,31.887,0,100,0,0,7,2,1,36,2,,28,1,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv,Q167|avoid_intv
2024-06-05 13:02:50,2024-06-05 13:03:40,0,4.15.203.14,100,49,1,2024-06-05 13:03:40,R_7H8SPWfqWitxitH,,,,,38.9687,-94.5696,anonymous,EN,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 13:03:43,2024-06-05 13:04:04,0,4.15.203.14,100,20,1,2024-06-05 13:04:04,R_1QfC7ADrabFHzZu,,,,,38.9687,-94.5696,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 13:05:03,2024-06-05 13:05:26,0,184.88.92.157,100,22,1,2024-06-05 13:05:26,R_7v6ZlcLtJlFYvn7,,,,,28.9107,-81.1957,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 13:05:56,2024-06-05 13:06:14,0,166.70.192.49,100,18,1,2024-06-05 13:06:15,R_1FVqdJT9tGDLu2l,,,,,40.6566,-111.8907,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 13:06:44,2024-06-05 13:07:04,0,162.221.219.7,100,20,1,2024-06-05 13:07:04,R_6GrWCQirZfcRZBA,,,,,37.9824,-84.4797,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05 13:04:19,2024-06-05 13:08:32,0,71.232.81.5,100,252,1,2024-06-05 13:08:33,R_1mkkvk5bJ7pAVSg,,,,,41.9261,-71.3011,anonymous,EN,1,2,2,16.301,16.301,35.893,1,0,0,11.272,0,100,65,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,32,4,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 13:07:17,2024-06-05 13:10:23,0,162.221.219.7,100,186,1,2024-06-05 13:10:24,R_1Db86CLv9QfJrgz,,,,,37.9824,-84.4797,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,15.554,0,0,0,10.792,0,,,,,0,0,30.822,0,100,0,0,0,2,2,0,1,,23,3,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv,Q167|avoid_intv
2024-06-05 13:09:22,2024-06-05 13:12:06,0,216.171.94.10,100,163,1,2024-06-05 13:12:06,R_6OIZgNy6lSbiTKj,,,,,31.6629,-106.1371,anonymous,EN,1,2,2,5.358,17.321,20.149,2,1.958,9.32,14.212,2,100,100,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,55,1,,40,4,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 13:09:59,2024-06-05 13:14:08,0,104.7.169.119,100,248,1,2024-06-05 13:14:08,R_3EJS4sMx22ZT5W5,,,,,30.0524,-95.3707,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,26.046,26.046,27.622,1,1.345,1.345,13.724,1,,,,,1.068,38.648,54.165,5,100,0,0,0,2,1,50,2,,33,1,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv,Q167|avoid_intv
2024-06-05 13:12:50,2024-06-05 13:15:46,0,174.202.65.151,100,176,1,2024-06-05 13:15:47,R_5hltebbTsovqial,,,,,39.8079,-86.0949,anonymous,EN,1,2,2,5.953,6.579,22.082,2,3.928,6.355,15.432,2,,,,12.534,23.347,24.055,2,100,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,53,3,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 13:13:58,2024-06-05 13:16:06,0,99.95.206.56,100,128,1,2024-06-05 13:16:06,R_5y75xepDCjcjTKJ,,,,,32.8445,-79.8242,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,11.701,0,0,0,11.169,0,100,0,0,0,,,,,,,,,2,1,8,1,,42,4,,,,,,FL_40,,FL_99,,,,,Q90|vB_driver_sue|vB_mf_sue|vA_sue,Q71|avoid,,
2024-06-05 13:17:01,2024-06-05 13:19:17,0,70.112.51.155,100,136,1,2024-06-05 13:19:18,R_3aYjiUNKOl1ESVH,,,,,33.0036,-96.8834,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,23.161,0,0,0,17.129,0,90,0,1,10,,,,,,,,,2,1,20,4,Trans-Femme Non-Binary,26,4,,,,,,FL_40,,FL_99,,,,,Q90|vB_mf_sue|vB_driver_sue|vA_sue,Q71|avoid,,
2024-06-05 13:16:53,2024-06-05 13:20:05,0,24.7.215.118,100,191,1,2024-06-05 13:20:06,R_5SIbuPvSPMS50MY,,,,,44.9534,-93.3842,anonymous,EN,1,2,2,5.967,6.929,19.651,2,0,0,10.809,0,,,,24.307,27.137,28.584,4,70,25,0,,,,,,,,,,,,,,,,,,,,,1,1,20,1,,43,3,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-05 13:21:33,2024-06-05 13:25:38,0,24.194.212.173,100,245,1,2024-06-05 13:25:39,R_6KUSEjWsZNgXUVo,,,,,42.8697,-73.999,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,0,0,31.693,0,0,0,15.532,0,,,,,0,0,42.871,0,100,10,25,10,2,1,60,1,,26,3,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vB_sue_intv|vA_sue_intv,Q167|avoid_intv
2024-06-05 13:22:13,2024-06-05 13:26:50,0,216.62.165.210,100,277,1,2024-06-05 13:26:51,R_7j6fZbXeBatslf7,,,,,36.0571,-86.6729,anonymous,EN,1,2,2,1.896,27.836,31.141,3,1.589,17.098,18.982,2,90,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,30,2,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|avoid_AV,,,,,,
2024-06-05 13:31:57,2024-06-05 13:35:45,0,185.169.111.36,100,228,1,2024-06-05 13:35:46,R_3YhyBOaSLo6ast2,,,,,43.2606,-91.483,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,15.849,16.915,21.717,2,3.801,4.441,11.478,2,,,,,32.472,32.472,40.571,1,82,0,43,0,2,1,0,2,,31,4,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv,Q167|avoid_intv
2024-06-05 13:45:10,2024-06-05 13:47:37,0,69.249.126.48,100,147,1,2024-06-05 13:47:38,R_7L5vdAnOLXrHzWF,,,,,40.0146,-75.7136,anonymous,EN,1,2,2,0,0,20.393,0,0,0,13.338,0,100,60,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,1,,61,6,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV,,,,,,
