StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_mf_sue_AV_1,vA_cntf_AV_1,vB_cntf_AV_1,avoid_AV_1,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q181_First Click,Q181_Last Click,Q181_Page Submit,Q181_Click Count,intv_check_AV,vA_sue_AV_intv_1,vB_mf_sue_AV_intv_1,vA_cntf_AV_intv_1,vB_cntf_AV_intv_1,avoid_AV_intv_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_driver_sue_1,vB_mf_sue_1,vA_cntf_1,vB_cntf_1,avoid_1,Q184_First Click,Q184_Last Click,Q184_Page Submit,Q184_Click Count,Q186_First Click,Q186_Last Click,Q186_Page Submit,Q186_Click Count,intv_check,vA_sue_intv_1,vB_sue_intv_1,vB_mf_sue_intv_1,vA_cntf_intv_1,vB_cntf_intv_1,avoid_intv_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,FL_4_DO,FL_92_DO,FL_98_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_AV_intv_DO,questions_2_AV_intv_DO,questions_1_DO,questions_2_DO,questions_1_intv_DO,questions_2_intv_DO
2024-06-13 16:17:59,2024-06-13 16:22:27,0,174.224.246.191,100,267,1,2024-06-13 16:22:27,R_5P6SD5SVcrigPXb,,,,,42.216,-88.0771,anonymous,EN,1,2,2,,,,,,,,,,,,,,14.516,38.091,53.65,2,0,0,14.226,0,"1,2",100,8,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,41,2,,39,2,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv,,,,
2024-06-13 16:20:10,2024-06-13 16:23:27,0,63.248.148.95,100,196,1,2024-06-13 16:23:27,R_7lGiinGQhDWAK7Y,,,,,40.1027,-111.6449,anonymous,EN,1,2,2,0,0,28.733,0,0,0,12.609,0,80,34,45,56,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,40,2,,59,1,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV,,,,,,
2024-06-13 16:33:26,2024-06-13 16:35:32,0,68.36.230.144,100,125,1,2024-06-13 16:35:32,R_3vth3tGMMiiE77z,,,,,42.3914,-83.1493,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.729,13.176,15.162,2,2.326,2.326,15.777,1,"1,2",58,66,70,65,63,68,1,1,37,2,,30,3,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv,Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv
2024-06-13 16:36:33,2024-06-13 16:36:47,0,107.199.173.115,100,13,1,2024-06-13 16:36:47,R_3t50vmeIlgTgN6m,,,,,28.0608,-80.6722,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 17:06:59,2024-06-13 17:09:18,0,198.97.226.30,100,138,1,2024-06-13 17:09:19,R_64uwwHQL6IyYkFJ,,,,,32.3548,-88.6586,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,22.13,0,0,0,11.44,0,"1,2",100,0,100,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,47,6,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv,,,,
2024-06-13 17:11:54,2024-06-13 17:18:16,0,172.248.209.232,100,382,1,2024-06-13 17:18:16,R_3khnlQ1zp8BZX4M,,,,,33.5631,-117.2738,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,41.036,0,0,0,19.911,0,100,0,0,100,0,18,,,,,,,,,,,,,,,,2,1,20,1,,44,1,,,,,,FL_40,,FL_99,,,,,Q90|vA_sue|vB_mf_sue|vB_driver_sue,Q71|avoid|vB_cntf|vA_cntf,,
2024-06-13 17:30:18,2024-06-13 17:30:37,0,75.128.186.201,100,18,1,2024-06-13 17:30:37,R_3JKkm6qRQVR1vYR,,,,,44.6661,-84.6936,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 17:55:30,2024-06-13 18:00:11,0,198.245.46.78,100,281,1,2024-06-13 18:00:12,R_7Cq4XsKFD8icvo8,,,,,34.3112,-93.1877,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,34.741,0,0,0,16.468,0,"1,2",100,0,0,100,7,0,2,1,0,2,,61,2,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv,Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv
2024-06-13 18:04:58,2024-06-13 18:10:25,0,99.106.35.218,100,326,1,2024-06-13 18:10:26,R_3V7Nu1X2UQGMfl8,,,,,32.8876,-97.2132,anonymous,EN,1,2,2,,,,,,,,,,,,,,11.706,11.935,12.263,2,0,0,166.261,0,"1,2",100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,1,,34,3,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv,,,,
2024-06-13 18:13:07,2024-06-13 18:17:06,0,172.56.73.253,100,238,1,2024-06-13 18:17:06,R_1EicMVFeGrrQHqR,,,,,28.5177,-81.4508,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.305,10.305,26.673,1,2.943,13.262,14.708,2,100,0,0,100,0,0,,,,,,,,,,,,,,,,2,1,10,2,,54,3,,,,,,FL_40,,FL_99,,,,,Q90|vA_sue|vB_driver_sue|vB_mf_sue,Q71|vA_cntf|vB_cntf|avoid,,
2024-06-13 18:15:54,2024-06-13 18:21:15,0,104.136.62.192,100,321,1,2024-06-13 18:21:15,R_6wdAxGvn4PdNYuI,,,,,28.7935,-81.2868,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.702,35.932,42.611,2,19.001,33.397,34.683,3,100,0,0,100,60,55,,,,,,,,,,,,,,,,2,1,70,2,,74,3,,,,,,FL_40,,FL_99,,,,,Q90|vA_sue|vB_driver_sue|vB_mf_sue,Q71|vB_cntf|vA_cntf|avoid,,
2024-06-13 18:48:47,2024-06-13 18:51:37,0,68.96.53.4,100,169,1,2024-06-13 18:51:37,R_18N9Fwd7nv0QXyX,,,,,33.5141,-112.1235,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 18:49:01,2024-06-13 18:51:52,0,151.213.94.171,100,170,1,2024-06-13 18:51:53,R_1RnaX8vXiemyOdj,,,,,38.5382,-82.9213,anonymous,EN,1,2,2,26.101,39.333,40.144,5,7.606,7.606,10.846,1,100,51,100,47,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,40,5,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV,,,,,,
2024-06-13 18:53:53,2024-06-13 18:54:21,0,72.77.28.73,100,27,1,2024-06-13 18:54:22,R_3imkSOnmZnc7Xu3,,,,,40.2692,-80.1611,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 18:54:34,2024-06-13 18:55:10,0,72.77.28.73,100,35,1,2024-06-13 18:55:10,R_7XfXzF3H1rFUiBz,,,,,40.2692,-80.1611,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 18:55:14,2024-06-13 18:55:36,0,72.77.28.73,100,21,1,2024-06-13 18:55:36,R_3O7eNTAIgwWoXY9,,,,,40.2692,-80.1611,anonymous,EN,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 18:55:39,2024-06-13 18:55:54,0,72.77.28.73,100,15,1,2024-06-13 18:55:54,R_1JECblfTq0n2T0N,,,,,40.2692,-80.1611,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 18:51:44,2024-06-13 18:56:42,0,68.96.53.4,100,298,1,2024-06-13 18:56:43,R_3eKLu5syuZAFfXP,,,,,33.5141,-112.1235,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32.765,0,0,0,18.268,0,"1,2",90,8,18,89,11,17,2,1,38,2,,47,4,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vB_sue_intv|vA_sue_intv,Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv
2024-06-13 18:55:20,2024-06-13 19:00:06,0,172.56.14.156,100,285,1,2024-06-13 19:00:06,R_3ySz38IHUBMMEY9,,,,,29.8203,-95.4256,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.276,30.017,30.942,8,0,0,13.96,0,"1,2",100,0,0,100,0,0,2,1,12,2,,26,4,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv,Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv
2024-06-13 18:56:02,2024-06-13 19:01:35,0,72.77.28.73,100,333,1,2024-06-13 19:01:36,R_5PcaIDRACdLSKiF,,,,,40.2692,-80.1611,anonymous,EN,1,2,2,,,,,,,,,,,,,,8.746,43.112,44.386,3,25.559,25.559,26.779,1,"1,2",90,10,93,33,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30,2,,52,4,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv,,,,
2024-06-13 18:59:25,2024-06-13 19:03:10,0,172.6.22.251,100,225,1,2024-06-13 19:03:10,R_5ZdDurHiAiAimfD,,,,,32.3779,-90.1273,anonymous,EN,1,2,2,52.206,52.519,54.998,2,0,0,15.096,0,95,31,93,42,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,61,2,,39,4,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV,,,,,,
2024-06-13 19:00:17,2024-06-13 19:04:11,0,24.211.235.226,100,234,1,2024-06-13 19:04:11,R_3fvtMmb95hzlI4h,,,,,35.7178,-78.8428,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.515,21.726,22.79,3,2.972,16.421,17.215,4,100,0,36,100,57,27,,,,,,,,,,,,,,,,2,1,8,1,,32,4,,,,,,FL_40,,FL_99,,,,,Q90|vB_driver_sue|vB_mf_sue|vA_sue,Q71|vB_cntf|avoid|vA_cntf,,
2024-06-13 19:04:28,2024-06-13 19:09:32,0,173.25.77.175,100,304,1,2024-06-13 19:09:33,R_16c2BPGVMVoVBGh,,,,,41.5515,-93.5804,anonymous,EN,1,2,2,3.164,11.732,38.96,4,0,0,13.413,0,100,0,100,100,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,60,1,,36,3,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV,,,,,,
2024-06-13 19:14:18,2024-06-13 19:27:00,0,35.149.215.28,100,762,1,2024-06-13 19:27:01,R_6s53yTeazOaKr5r,,,,,41.9279,-73.0694,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,67.901,0,0,0,16.065,0,"1,2",100,14,100,69,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,,42,1,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv,,,,
2024-06-13 19:41:17,2024-06-13 19:41:58,0,104.176.188.122,100,41,1,2024-06-13 19:41:59,R_625swMiRn23cFyo,,,,,41.9898,-87.7623,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 19:38:26,2024-06-13 19:45:27,0,185.216.231.253,100,420,1,2024-06-13 19:45:27,R_3f3dHJF5Qj2HIji,,,,,47.6034,-122.3414,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.549,57.35,63.715,9,1.991,9.803,11.012,5,100,0,10,100,0,3,,,,,,,,,,,,,,,,2,1,15,1,,44,3,,,,,,FL_40,,FL_99,,,,,Q90|vB_driver_sue|vA_sue|vB_mf_sue,Q71|vA_cntf|avoid|vB_cntf,,
2024-06-13 19:46:56,2024-06-13 19:49:25,0,104.185.102.34,100,149,1,2024-06-13 19:49:26,R_6rHs93mYOYnTNcO,,,,,30.5305,-87.2738,anonymous,EN,1,2,2,0,0,15.212,0,0,0,11.333,0,100,30,100,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20,2,,43,4,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV,,,,,,
2024-06-13 19:42:59,2024-06-13 19:50:45,0,97.97.18.194,100,465,1,2024-06-13 19:50:45,R_3PpA83yEIYspKvu,,,,,28.2683,-82.2912,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,14.529,79.905,3,0,0,11.455,0,"1,2",100,0,0,100,100,100,2,1,0,1,,39,4,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv,Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv
2024-06-13 19:57:17,2024-06-13 19:59:24,0,35.151.101.140,100,127,1,2024-06-13 19:59:25,R_3SDm4qvL3IURnjx,,,,,42.5649,-89.0843,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,13.507,0,0,0,11.287,0,"1,2",0,0,100,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20,1,,38,4,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv,,,,
2024-06-13 20:11:14,2024-06-13 20:16:08,0,75.203.29.50,100,293,1,2024-06-13 20:16:09,R_7Mmw7wa1OSk8NEZ,,,,,40.8492,-73.9735,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32.692,0,0,0,19.025,0,"1,2",100,0,0,100,100,67,2,1,60,2,,48,3,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv,Q167|avoid_intv|vB_cntf_intv|vA_cntf_intv
2024-06-13 20:13:38,2024-06-13 20:16:53,0,108.75.8.194,100,195,1,2024-06-13 20:16:54,R_35X7sJYYBlfbpKp,,,,,32.7847,-117.0203,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26.265,0,0,0,11.717,0,100,10,7,100,21,9,,,,,,,,,,,,,,,,2,1,20,2,,55,4,,,,,,FL_40,,FL_99,,,,,Q90|vB_mf_sue|vA_sue|vB_driver_sue,Q71|avoid|vB_cntf|vA_cntf,,
2024-06-13 20:18:40,2024-06-13 20:23:29,0,172.89.17.246,100,289,1,2024-06-13 20:23:30,R_57qW5Ku0U4cOEIH,,,,,34.281,-119.1702,anonymous,EN,1,2,2,0,0,24.565,0,0,0,11.882,0,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20,2,,31,4,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV,,,,,,
2024-06-13 20:33:15,2024-06-13 20:38:28,0,108.209.189.180,100,312,1,2024-06-13 20:38:29,R_7guxLC0v57SQgUx,,,,,38.2145,-85.2254,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,31.423,0,0,0,17.978,0,100,0,0,100,0,0,,,,,,,,,,,,,,,,1,1,29,2,,27,4,,,,,,FL_40,,FL_99,,,,,Q90|vB_mf_sue|vA_sue|vB_driver_sue,Q71|avoid|vB_cntf|vA_cntf,,
2024-06-13 20:40:37,2024-06-13 20:42:46,0,98.109.37.132,100,128,1,2024-06-13 20:42:46,R_6VOSmhKGLUSX60N,,,,,40.7643,-74.148,anonymous,EN,1,2,2,,,,,,,,,,,,,,1.951,15.191,16.267,3,8.836,8.836,12.3,1,"1,2",90,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,1,,35,5,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv,,,,
2024-06-13 20:43:12,2024-06-13 20:45:46,0,68.49.29.248,100,153,1,2024-06-13 20:45:46,R_1P7QTeoBfrjopDT,,,,,42.2709,-83.7268,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.603,0,0,0,11.328,0,"1,2",100,0,50,100,66,61,2,1,60,2,,26,6,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv,Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv
2024-06-13 20:42:47,2024-06-13 20:46:17,0,174.211.231.103,100,210,1,2024-06-13 20:46:18,R_1KkZBgpXjy3YDTe,,,,,28.5531,-81.7597,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,21.258,0,0,0,13.174,0,"1,2",100,10,100,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,41,2,,32,4,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv|vA_cntf_AV_intv|vB_cntf_AV_intv,,,,
2024-06-13 21:20:43,2024-06-13 21:26:57,0,107.77.197.126,100,374,1,2024-06-13 21:26:58,R_61TosYM0GvbqdR7,,,,,32.7797,-96.8022,anonymous,EN,1,2,2,0,0,69.109,0,0,0,27.315,0,100,0,100,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,40,1,,42,5,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV,,,,,,
2024-06-13 21:33:54,2024-06-13 21:37:16,0,195.252.237.36,100,202,1,2024-06-13 21:37:17,R_7B3wXL6nNpcEQ4P,,,,,30.6623,-96.3349,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.656,0,0,0,11.335,0,"1,2",100,0,0,100,0,0,2,1,0,2,,51,4,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv,Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv
2024-06-13 21:48:53,2024-06-13 21:55:18,0,71.227.186.102,100,385,1,2024-06-13 21:55:19,R_7G0t8q8VgAnGVeF,,,,,47.6176,-122.1424,anonymous,EN,1,2,2,,,,,,,,,,,,,,25.608,30.972,45.201,2,4.954,4.954,15.063,1,"1,2",33,100,50,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,50,1,,48,4,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv|vA_cntf_AV_intv|vB_cntf_AV_intv,,,,
2024-06-13 22:03:24,2024-06-13 22:06:53,0,65.43.112.73,100,209,1,2024-06-13 22:06:54,R_8nOu5oudATk5krl,,,,,29.5882,-98.5183,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.241,0,0,0,11.235,0,100,0,20,100,3,5,,,,,,,,,,,,,,,,2,1,0,2,,27,7,,,,,,FL_40,,FL_99,,,,,Q90|vA_sue|vB_driver_sue|vB_mf_sue,Q71|avoid|vA_cntf|vB_cntf,,
2024-06-13 22:04:55,2024-06-13 22:10:20,0,206.214.137.147,100,325,1,2024-06-13 22:10:20,R_53F0mW6vCBtQcjT,,,,,25.9381,-80.3146,anonymous,EN,1,2,2,0,0,11.978,0,0,0,11.61,0,100,0,100,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,40,1,,24,4,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV,,,,,,
2024-06-13 22:10:33,2024-06-13 22:13:40,0,73.238.248.66,100,186,1,2024-06-13 22:13:40,R_7CvkBaRgNuwozOF,,,,,41.9048,-72.4822,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23.05,0,0,0,11.261,0,"1,2",100,0,50,100,11,0,2,1,35,3,,21,3,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv,Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv
2024-06-13 22:14:33,2024-06-13 22:21:23,0,184.187.144.112,100,410,1,2024-06-13 22:21:24,R_5OcI1HhaSZV5yfv,,,,,30.6551,-91.1366,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.206,73.362,74.159,3,8.484,29.571,30.295,2,100,1,0,95,15,10,,,,,,,,,,,,,,,,2,1,59,2,,39,1,,,,,,FL_40,,FL_99,,,,,Q90|vA_sue|vB_driver_sue|vB_mf_sue,Q71|vA_cntf|vB_cntf|avoid,,
2024-06-13 22:31:32,2024-06-13 22:35:58,0,74.124.101.232,100,266,1,2024-06-13 22:35:59,R_1E9ThzAIHIcuoYq,,,,,61.1921,-149.8969,anonymous,EN,1,2,2,,,,,,,,,,,,,,28.945,49.295,49.805,4,13.988,13.988,14.632,1,"1,2",100,2,100,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,59,1,,58,3,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv|vA_cntf_AV_intv|vB_cntf_AV_intv,,,,
2024-06-13 22:35:31,2024-06-13 22:55:34,0,67.198.79.140,100,1202,1,2024-06-13 22:55:35,R_5E5mgp0flev0JlL,,,,,30.3328,-97.7005,anonymous,EN,1,2,2,0,0,11.12,0,0,0,10.752,0,100,0,100,95,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20,2,,29,7,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV,,,,,,
2024-06-13 23:09:05,2024-06-13 23:11:57,0,71.212.110.21,100,171,1,2024-06-13 23:11:57,R_1hiG05BYTvxteWh,,,,,47.5364,-122.278,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,34.577,0,39.301,39.301,39.691,1,100,0,14,100,4,0,,,,,,,,,,,,,,,,2,1,15,2,,52,5,,,,,,FL_40,,FL_99,,,,,Q90|vB_mf_sue|vA_sue|vB_driver_sue,Q71|vB_cntf|avoid|vA_cntf,,
2024-06-14 00:52:07,2024-06-14 00:56:01,0,73.118.100.173,100,233,1,2024-06-14 00:56:02,R_1IlTTNYrlkeWkIS,,,,,30.1605,-85.6453,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24.4,0,0,0,11.604,0,"1,2",0,0,0,100,10,8,2,2,50,1,,41,5,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv,Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv
2024-06-14 00:52:19,2024-06-14 00:58:34,0,174.50.75.109,100,374,1,2024-06-14 00:58:34,R_3rvkWAuNdIbRvMh,,,,,34.7814,-106.714,anonymous,EN,1,2,2,4.25,36.228,45.128,6,11.798,11.798,12.61,1,100,50,96,72,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,57,3,,,,,,FL_39,FL_93,,Q116|vA_sue_AV|vB_mf_sue_AV,Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV,,,,,,
2024-06-14 01:12:43,2024-06-14 01:18:04,0,50.38.39.55,100,321,1,2024-06-14 01:18:04,R_3ONpXupjNycU0by,,,,,45.4407,-122.7792,anonymous,EN,1,2,2,,,,,,,,,,,,,,14.684,32.177,33.463,4,4.758,10.708,12.057,2,"1,2",100,0,100,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,3,,47,4,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv,,,,
2024-06-14 01:16:48,2024-06-14 01:22:54,0,47.145.114.19,100,366,1,2024-06-14 01:22:55,R_376YjuKwsqOSXz9,,,,,33.8665,-118.0668,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,44.28,0,0,0,13.927,0,"1,2",100,0,0,100,20,20,2,1,10,2,,29,4,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv,Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv
