StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO
2023-04-02 12:17:09,2023-04-02 12:22:32,0,75.27.144.125,100,322,1,2023-04-02 12:22:32,R_3qkxzzvyT2FKKh3,,,,,29.3643,-94.971,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,27.586,0,0,0,13.718,0,100,0,29,100,0,0,2,1,0,2,,76,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:11:35,2023-04-02 12:22:38,0,70.95.37.228,100,663,1,2023-04-02 12:22:39,R_2BsKROEHi1KGzXa,,,,,32.7616,-117.2058,anonymous,EN,1,2,2,0,0,388.977,0,0,0,155.423,0,64,100,100,69,61,,,,,,,,,,,,,,,1,1,17,2,,34,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:18:59,2023-04-02 12:22:42,0,96.245.205.237,100,223,1,2023-04-02 12:22:43,R_2S1yMrSACbAoKLP,,,,,39.9206,-75.1826,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,25.803,0,0,0,10.889,0,100,0,0,100,83,83,2,1,59,2,,34,3,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:15:25,2023-04-02 12:22:42,0,75.104.24.134,100,437,1,2023-04-02 12:22:43,R_2XcCHNe5cOc1uog,,,,,29.1392,-82.5328,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,45.704,0,0,0,29.685,0,99,0,55,100,10,5,2,1,0,4,Non-Bianry,54,8,Associate's Degree (AA),FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:14:42,2023-04-02 12:22:45,0,184.56.129.41,100,482,1,2023-04-02 12:22:45,R_1jZzHPI1eyIQjK0,,,,,41.4377,-81.8088,anonymous,EN,1,2,2,,,,,,,,,,,,,,38.971,38.971,41.96,1,0,0,12.696,0,100,0,0,100,0,100,2,1,0,2,,43,3,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:19:03,2023-04-02 12:22:55,0,108.200.21.124,100,231,1,2023-04-02 12:22:56,R_3nIqW6YYGSBx99v,,,,,26.6598,-80.2429,anonymous,EN,1,2,2,0,0,12.314,0,0,0,15.811,0,100,0,100,15,30,,,,,,,,,,,,,,,1,1,80,1,,27,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:10:17,2023-04-02 12:22:57,0,72.128.199.98,100,759,1,2023-04-02 12:22:58,R_UcDDSkzDmTLcfn3,,,,,42.6669,-88.263,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.545,0,0,0,34.468,0,100,0,0,100,33,0,2,1,4,2,,32,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:20:56,2023-04-02 12:22:57,0,47.229.236.124,100,121,1,2023-04-02 12:22:58,R_1j7HbCIobQWyWKW,,,,,34.1718,-118.32,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,17.129,0,0,0,11.283,0,100,0,10,100,20,0,2,1,0,2,,33,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:18:13,2023-04-02 12:22:59,0,173.93.204.69,100,286,1,2023-04-02 12:23:00,R_2Sf6FHhPXcLJWFy,,,,,33.9875,-81.0025,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,40.294,0,0,0,23.718,0,100,0,0,100,9,0,2,1,21,2,,27,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:20:00,2023-04-02 12:23:14,0,24.95.141.242,100,193,1,2023-04-02 12:23:14,R_yR1Bai92lIIJD7r,,,,,37.5783,-84.2741,anonymous,EN,1,2,2,0,0,28.66,0,0,0,11.676,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,0,1,,47,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:12:55,2023-04-02 12:23:14,0,74.106.3.165,100,618,1,2023-04-02 12:23:15,R_3p6lKTZnrLve5q8,,,,,43.122,-76.1229,anonymous,EN,1,2,2,141.935,141.935,149.41,1,0,0,20.07,0,100,0,95,0,68,,,,,,,,,,,,,,,1,1,23,1,,43,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:18:11,2023-04-02 12:23:33,0,76.229.206.162,100,321,1,2023-04-02 12:23:33,R_3JDg0JBs51W7B5L,,,,,41.8482,-87.6521,anonymous,EN,1,2,2,,,,,,,,,,,,,,33.488,33.488,35.104,1,0,0,14.264,0,100,0,0,100,0,0,2,1,0,1,,53,3,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:20:56,2023-04-02 12:23:33,0,172.92.79.151,100,157,1,2023-04-02 12:23:34,R_1gURhtsdiTkMxi4,,,,,48.0872,-123.1146,anonymous,EN,1,2,2,17.762,17.762,22.142,1,1.471,1.471,11.224,1,94,13,91,21,29,,,,,,,,,,,,,,,1,1,19,2,,31,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:20:56,2023-04-02 12:23:47,0,98.118.105.29,100,170,1,2023-04-02 12:23:48,R_2PhSrPTWCvX2nMB,,,,,42.428,-71.0618,anonymous,EN,1,2,2,0,0,21.306,0,0,0,11.394,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,20,1,,59,6,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:19:55,2023-04-02 12:23:48,0,209.159.217.88,100,232,1,2023-04-02 12:23:48,R_2EnHGlZnvixI4sY,,,,,44.1415,-103.2052,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,16.879,0,0,0,19.001,0,90,0,2,100,20,14,2,1,4,1,,44,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:20:21,2023-04-02 12:23:55,0,73.133.151.248,100,214,1,2023-04-02 12:23:56,R_2aIunWF3SNYFL1v,,,,,39.2514,-76.7979,anonymous,EN,1,2,2,0,0,33.131,0,0,0,22.589,0,69,64,76,71,61,,,,,,,,,,,,,,,1,2,69,2,,29,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:21:06,2023-04-02 12:23:59,0,74.74.203.104,100,172,1,2023-04-02 12:23:59,R_3jEPAPTmnUR0Es9,,,,,42.6955,-73.08,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,24.006,0,0,0,11.799,0,100,0,0,100,0,10,2,1,15,2,,55,5,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:15:24,2023-04-02 12:23:59,0,65.215.60.104,100,514,1,2023-04-02 12:23:59,R_1GNY8r6umPQTWzB,,,,,32.9164,-117.1393,anonymous,EN,1,2,2,0,0,45.413,0,0,0,14.946,0,80,80,65,65,63,,,,,,,,,,,,,,,1,1,76,1,,45,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:15:51,2023-04-02 12:23:59,0,76.22.122.234,100,488,1,2023-04-02 12:24:00,R_231roHqAy8tPR6u,,,,,47.626,-122.0404,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,66.085,0,0,0,22.872,0,84,84,81,81,82,84,1,2,89,1,,41,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:21:41,2023-04-02 12:24:08,0,108.6.143.195,100,147,1,2023-04-02 12:24:08,R_0INyTn6KiX9qm5j,,,,,40.712,-74.0163,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11.085,0,0,0,77.914,0,100,0,0,100,0,0,2,1,25,2,,25,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:15:43,2023-04-02 12:24:28,0,198.244.89.99,100,524,1,2023-04-02 12:24:28,R_2bTxqdhAkD7McqD,,,,,43.8296,-82.6923,anonymous,EN,1,2,2,0,0,27.733,0,0,0,28.336,0,100,30,95,18,16,,,,,,,,,,,,,,,1,1,0,2,,33,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:21:24,2023-04-02 12:24:29,0,35.146.25.131,100,185,1,2023-04-02 12:24:30,R_1rC7wwUIBXZpDt8,,,,,30.2627,-97.7467,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,22.344,0,0,0,11.148,0,100,0,10,100,10,0,2,1,0,1,,67,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:22:16,2023-04-02 12:24:34,0,72.241.1.84,100,138,1,2023-04-02 12:24:35,R_1IbLCtobl6imVib,,,,,41.6332,-83.579,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,18.206,0,0,0,12.797,0,100,0,0,100,50,0,2,1,9,2,,53,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:21:22,2023-04-02 12:24:38,0,174.232.202.4,100,195,1,2023-04-02 12:24:38,R_3dTgwKRvaM0WCO1,,,,,34.0544,-118.244,anonymous,EN,1,2,2,,,,,,,,,,,,,,2.334,10.236,11.245,2,0,0,15.04,0,100,26,16,100,93,32,2,1,0,2,,38,5,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:22:52,2023-04-02 12:24:53,0,24.193.81.122,100,120,1,2023-04-02 12:24:53,R_1OQcMhQBf2CtJAW,,,,,40.5334,-74.2099,anonymous,EN,1,2,2,14.044,14.044,16.361,1,0,0,13.079,0,50,50,74,67,50,,,,,,,,,,,,,,,1,1,15,2,,29,1,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:23:00,2023-04-02 12:25:05,0,24.185.45.223,100,124,1,2023-04-02 12:25:05,R_1esIUDL4f7wrntV,,,,,40.9943,-73.7974,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.188,0,0,0,10.912,0,100,0,0,100,0,0,2,1,47,2,,43,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:21:57,2023-04-02 12:25:09,0,107.146.172.191,100,192,1,2023-04-02 12:25:10,R_3Epdl6eSaJOLSdt,,,,,33.4076,-86.9473,anonymous,EN,1,2,2,0,0,25.799,0,0,0,11.81,0,100,0,100,0,56,,,,,,,,,,,,,,,1,1,0,2,,50,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:22:53,2023-04-02 12:25:23,0,172.58.149.165,100,150,1,2023-04-02 12:25:24,R_6KjY5FIoFVcoNrj,,,,,36.1671,-86.7861,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,12.71,0,0,0,11.127,0,100,0,0,100,0,0,2,1,41,1,,35,3,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:22:55,2023-04-02 12:25:30,0,24.253.119.156,100,155,1,2023-04-02 12:25:31,R_73DVngMdttCcMM1,,,,,36.175,-115.1372,anonymous,EN,1,2,2,0,0,39.385,0,0,0,11.582,0,100,6,100,50,58,,,,,,,,,,,,,,,1,1,34,1,,39,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:22:40,2023-04-02 12:26:29,0,68.189.159.21,100,229,1,2023-04-02 12:26:29,R_3svLBce1xk8WflL,,,,,34.8939,-81.834,anonymous,EN,1,2,2,,,,,,,,,,,,,,13.239,26.388,28.42,2,9.93,9.93,11.889,1,100,0,1,100,85,6,2,1,5,1,,60,6,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:18:42,2023-04-02 12:26:29,0,73.141.78.173,100,467,1,2023-04-02 12:26:30,R_28MLRZt4FnIkbrX,,,,,39.9195,-75.1565,anonymous,EN,1,2,2,0,0,11.725,0,0,0,11.144,0,92,6,100,1,0,,,,,,,,,,,,,,,1,1,71,1,,29,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:26:32,2023-04-02 12:26:47,0,172.56.65.207,100,14,1,2023-04-02 12:26:47,R_1JPyU2Yfpu0I47n,,,,,33.7043,-84.3742,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 12:18:13,2023-04-02 12:26:53,0,74.102.187.219,100,519,1,2023-04-02 12:26:53,R_3g7QQycybZkyg6a,,,,,40.9138,-74.1896,anonymous,EN,1,2,2,0,0,21.602,0,0,0,20.075,0,100,1,99,3,50,,,,,,,,,,,,,,,1,1,4,1,,38,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:25:36,2023-04-02 12:26:53,0,72.178.52.233,100,77,1,2023-04-02 12:26:53,R_cUOjld9MyfLZISl,,,,,31.7596,-106.4884,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,10.952,0,0,0,10.485,0,100,0,66,100,31,21,2,1,27,1,,33,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:24:58,2023-04-02 12:26:57,0,73.124.219.26,100,119,1,2023-04-02 12:26:58,R_2ZTWDWxRT3a7nm5,,,,,25.8119,-80.2318,anonymous,EN,1,2,2,0,0,12.841,0,11.099,11.099,11.383,1,100,0,100,73,68,,,,,,,,,,,,,,,1,1,50,1,,36,2,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:24:48,2023-04-02 12:27:19,0,24.7.153.137,100,150,1,2023-04-02 12:27:20,R_2TStxBRQm9Chs3U,,,,,38.7169,-121.3677,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.579,0,0,0,12.465,0,100,3,0,78,19,11,2,2,25,2,,24,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:23:53,2023-04-02 12:27:21,0,174.228.163.167,100,207,1,2023-04-02 12:27:21,R_3m8ofoCWEDuELlW,,,,,28.6344,-81.6221,anonymous,EN,1,2,2,0,0,35.955,0,0,0,13.766,0,100,0,70,70,29,,,,,,,,,,,,,,,1,1,10,1,,60,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:25:46,2023-04-02 12:27:52,0,68.228.246.102,100,125,1,2023-04-02 12:27:52,R_2V25tnohXlVrrqU,,,,,33.4475,-112.0866,anonymous,EN,1,2,2,0,0,12.638,0,0,0,12.552,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,5,1,,54,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:23:29,2023-04-02 12:27:57,0,70.190.70.79,100,267,1,2023-04-02 12:27:57,R_294Em3A9qKx9C3n,,,,,31.9455,-110.9973,anonymous,EN,1,2,2,0,0,36.016,0,0,0,12.321,0,100,12,100,65,19,,,,,,,,,,,,,,,1,1,10,2,,72,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:24:47,2023-04-02 12:27:59,0,198.28.182.242,100,192,1,2023-04-02 12:28:00,R_21vnqpJNRgIo4Gi,,,,,30.4026,-87.6882,anonymous,EN,1,2,2,0,0,34.456,0,0,0,16.654,0,100,0,100,100,0,,,,,,,,,,,,,,,1,1,20,2,,45,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:22:56,2023-04-02 12:28:01,0,68.110.119.6,100,304,1,2023-04-02 12:28:01,R_27doqhIBhXse1IK,,,,,33.3725,-112.5768,anonymous,EN,1,2,2,4.983,4.983,26.147,1,0,0,19.157,0,66,72,37,38,77,,,,,,,,,,,,,,,1,1,72,2,,46,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:25:51,2023-04-02 12:28:27,0,24.166.98.137,100,156,1,2023-04-02 12:28:27,R_71k87CgYO1li1up,,,,,41.7059,-81.1997,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,18.81,0,0,0,11.426,0,100,0,0,100,10,20,2,1,0,1,,31,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:22:00,2023-04-02 12:29:06,0,98.122.21.80,100,425,1,2023-04-02 12:29:06,R_pcuwQKYiL69XRF7,,,,,33.9133,-80.3587,anonymous,EN,1,2,2,44.479,44.479,95.763,1,15.237,15.237,16.226,1,77,80,94,97,85,,,,,,,,,,,,,,,1,1,75,2,,44,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:23:33,2023-04-02 12:29:09,0,73.182.9.1,100,335,1,2023-04-02 12:29:09,R_54I5RpEjTKCdSKd,,,,,31.848,-81.602,anonymous,EN,1,2,2,0,0,19.166,0,0,0,15.213,0,0,100,0,100,100,,,,,,,,,,,,,,,1,2,0,2,,35,1,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:13:49,2023-04-02 12:29:23,0,76.152.143.52,100,934,1,2023-04-02 12:29:23,R_1rqMmUWKTD8kpCG,,,,,41.3136,-72.9272,anonymous,EN,1,2,2,0,0,18.385,0,2.279,2.279,106.71,1,95,5,98,50,50,,,,,,,,,,,,,,,1,1,30,2,,54,7,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:25:45,2023-04-02 12:29:31,0,68.197.218.60,100,226,1,2023-04-02 12:29:32,R_1CpGmDpMUQIhJf8,,,,,40.8627,-73.6351,anonymous,EN,1,2,2,0,0,30.182,0,0,0,13.828,0,37,77,53,88,51,,,,,,,,,,,,,,,1,1,35,1,,44,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:27:56,2023-04-02 12:29:57,0,23.126.50.57,100,120,1,2023-04-02 12:29:57,R_1Ed5HWC7u0q8UuT,,,,,32.7797,-96.8022,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,12.471,0,0,0,12.791,0,100,0,15,100,0,4,2,1,0,1,,33,6,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:27:50,2023-04-02 12:30:05,0,172.58.157.3,100,135,1,2023-04-02 12:30:06,R_02FYFlrO8KhFQvD,,,,,35.2227,-80.7938,anonymous,EN,1,2,2,0.916,16.524,17.01,7,1.618,11.579,11.957,4,100,0,100,17,23,,,,,,,,,,,,,,,1,1,35,2,,41,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:26:18,2023-04-02 12:30:07,0,162.142.45.120,100,228,1,2023-04-02 12:30:07,R_0BBU6cHzlHra8aR,,,,,40.4236,-105.0935,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,23.724,0,0,0,11.878,0,100,0,2,95,5,3,2,1,20,1,,47,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:27:24,2023-04-02 12:30:38,0,72.234.207.169,100,194,1,2023-04-02 12:30:39,R_1hNnwJfFwHRbPi8,,,,,21.4535,-158.0193,anonymous,EN,1,2,2,0,0,16.786,0,10.671,10.671,11.111,1,100,0,100,81,50,,,,,,,,,,,,,,,1,1,0,1,,31,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2023-04-02 12:30:08,2023-04-02 12:30:38,0,76.50.96.55,100,30,1,2023-04-02 12:30:39,R_2dtflzr7BCqW5vb,,,,,33.7443,-116.9764,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 12:27:32,2023-04-02 12:30:43,0,96.33.132.154,100,191,1,2023-04-02 12:30:44,R_2TLZFMAwmW9DkLD,,,,,30.443,-90.4386,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,30.288,0,0,0,15.782,0,100,0,0,100,0,0,2,1,40,2,,60,5,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:19:22,2023-04-02 12:30:44,0,98.169.136.35,100,682,1,2023-04-02 12:30:45,R_3nkL39QcagVDU2R,,,,,38.9567,-77.2278,anonymous,EN,1,2,2,,,,,,,,,,,,,,56.381,56.381,67.736,1,0,0,11.949,0,100,0,0,100,0,10,2,1,0,1,,31,3,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:25:17,2023-04-02 12:30:57,0,104.186.234.163,100,339,1,2023-04-02 12:30:57,R_24oPcZo7mtA13DG,,,,,36.0217,-79.7839,anonymous,EN,1,2,2,,,,,,,,,,,,,,28.545,28.545,29.654,1,1.765,1.765,12.476,1,100,0,0,100,50,50,2,1,25,2,,56,7,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:27:36,2023-04-02 12:30:59,0,71.65.76.170,100,203,1,2023-04-02 12:31:00,R_wZe9OGTGjaB4ti1,,,,,38.8726,-83.9069,anonymous,EN,1,2,2,0,0,24.742,0,0,0,13.151,0,100,0,50,50,0,,,,,,,,,,,,,,,1,1,2,2,,64,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2023-04-02 12:27:08,2023-04-02 12:31:15,0,174.27.75.36,100,247,1,2023-04-02 12:31:16,R_2D1QxLBzaxY8JE0,,,,,43.6643,-116.2419,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.864,0,0,0,11.351,0,100,0,10,100,9,7,2,1,9,1,,28,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-04-02 12:27:16,2023-04-02 12:31:16,0,67.191.145.126,100,239,1,2023-04-02 12:31:16,R_yy8UfQvT5cvB4Pf,,,,,33.7485,-84.3871,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,27.989,0,0,0,12.182,0,100,0,10,100,0,31,2,1,0,2,,35,4,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:29:46,2023-04-02 12:31:18,0,162.244.245.40,100,92,1,2023-04-02 12:31:19,R_Ut03wtfIw7hWLqp,,,,,37.9653,-87.3902,anonymous,EN,1,2,2,,,,,,,,,,,,,,5.711,5.711,11.201,1,2.047,2.047,11.849,1,39,0,4,100,0,7,2,1,7,1,,33,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-04-02 12:29:20,2023-04-02 12:31:21,0,99.103.122.86,100,121,1,2023-04-02 12:31:21,R_3ewYBzanTTIhfP1,,,,,29.5422,-95.3212,anonymous,EN,1,2,2,0,0,11.336,0,0,0,30.843,0,100,10,100,15,8,,,,,,,,,,,,,,,1,1,70,1,,27,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
