StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,countf,countf_cat,countf_flag,vA_liable_AV_1,vB_mnfctr_liable_AV_1,avoid_AV_1,comp1,comp_accident,ai_familiarity_1,liab_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,questions_intro_DO,countf_DO,questions_1_DO,questions_2_DO
2023-06-02 13:35:54,2023-06-02 13:36:41,0,172.58.180.148,100,46,1,2023-06-02 13:36:41,R_3dNdAVBCHeA4uTM,,,,,32.7889,-96.8021,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 13:44:55,2023-06-02 13:51:08,0,108.230.171.129,100,372,1,2023-06-02 13:51:08,R_8ACvjvvQf8DdZnP,,,,,38.6056,-90.1219,anonymous,EN,1,2,2,0,0,26.382,0,0,0,11.644,0,If the human occupant of vehicle B had been driving on a regular vehicle instead then he maybe could have swerved to reduce the impact.,1,,100,3,19,1,1,4,83,1,,69,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 13:55:35,2023-06-02 13:56:03,0,107.202.14.255,100,28,1,2023-06-02 13:56:04,R_POucfKplvSI7V6x,,,,,33.1177,-96.6791,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 13:57:52,2023-06-02 13:58:04,0,172.56.67.218,100,12,1,2023-06-02 13:58:05,R_2Y3Zgc1gO43RAPb,,,,,33.7485,-84.3871,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 13:53:33,2023-06-02 13:58:11,0,173.61.233.97,100,278,1,2023-06-02 13:58:12,R_UxTpTvuLnqlbEZz,,,,,40.1994,-74.712,anonymous,EN,1,2,2,0,0,53.74,0,0,0,11.134,0,If a human was driving the car it might of tried to move out of the way of the other car,1,,100,0,40,1,1,9,81,2,,25,2,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:53:39,2023-06-02 13:58:45,0,67.8.166.152,100,305,1,2023-06-02 13:58:45,R_22n2EGxkq1SdoHh,,,,,28.2733,-81.1999,anonymous,EN,1,2,2,0,0,21.042,0,0,0,15.891,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they might have been able to look to the right and see that vehicle A was not stopping and maybe vehicle B would have waited until Vehicle A passed through the intersection before proceeding forward",1,,100,20,100,1,1,5,55,2,,74,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 13:58:43,2023-06-02 14:02:48,0,63.119.10.242,100,245,1,2023-06-02 14:02:49,R_1ClNQAziOJNZlVG,,,,,42.6821,-71.1116,anonymous,EN,1,2,2,0,0,32.889,0,0,0,11.661,0,They may have been paying more attention to the other traffic directions and noticed the speed of vehicle A. They may have been able to anticipate the negligence of driver A and swerved to avoid or minimize the impact. ,1,,100,0,70,1,1,21,88,1,,32,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 14:07:58,2023-06-02 14:13:07,0,172.58.4.22,100,309,1,2023-06-02 14:13:08,R_XO46RDOCazQJh5f,,,,,33.7697,-84.3754,anonymous,EN,1,2,2,0,0,21.401,0,0,0,11.741,0,"If the human occupant of vehicle B had been driving a regular vehicle instead, then the human occupant of vehicle B could have paused at the stop sign longer seeing that vehicle A was not going to stop at the sop sign of the intersection.",1,,94,50,57,1,1,9,60,2,,57,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:13:44,2023-06-02 14:18:29,0,205.203.58.1,100,284,1,2023-06-02 14:18:29,R_2ri8Lo8Iyuub7Db,,,,,31.0682,-97.392,anonymous,EN,1,2,2,0,0,25.632,0,0,0,35.817,0,They may have been able to stop before hitting vehicle A,1,,100,10,80,1,1,0,20,2,,28,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:15:48,2023-06-02 14:19:47,0,76.18.65.227,100,239,1,2023-06-02 14:19:48,R_1K3xZ0kkiZmtYLK,,,,,32.3142,-106.7976,anonymous,EN,1,2,2,0,0,22.501,0,0,0,12.328,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead , then he could have stepped on his brakes to avoid crashing Vehicle A.",1,,100,50,90,1,1,20,50,2,,35,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:23:19,2023-06-02 14:24:03,0,75.90.72.209,100,44,1,2023-06-02 14:24:04,R_31mDQkKWUTbnfsf,,,,,31.411,-95.9872,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 14:16:05,2023-06-02 14:25:24,0,162.246.114.80,100,558,1,2023-06-02 14:25:25,R_3ipMWSeE7wG5di0,,,,,41.1622,-85.4724,anonymous,EN,1,2,2,0,0,40.742,0,0,0,40.548,0,the blue car would have remained stopped given that the purple car appeared to have no intention of stopping or yielding to oncoming traffic,1,,70,60,85,1,1,45,45,2,,38,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 14:24:09,2023-06-02 14:30:24,0,75.90.72.209,100,374,1,2023-06-02 14:30:25,R_py4hTWqA2nCB4HL,,,,,31.411,-95.9872,anonymous,EN,1,2,2,0,0,32.929,0,0,0,16.78,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he would have used his defensive driving skills and looked both ways prior to pulling forward thus preventing the accident.",1,,100,100,100,1,1,0,51,1,,60,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 14:26:02,2023-06-02 14:32:57,0,68.83.184.240,100,415,1,2023-06-02 14:32:59,R_1IghDrwlnAdQluL,,,,,39.9845,-75.586,anonymous,EN,1,2,2,0,0,34.881,0,0,0,25.255,0,"IIf the human occupant of Vehicle B had been driving a regular vehicle instead, then he could possibly see the purple car and speed up a bit so the purple car could miss him.",1,,100,5,75,1,1,15,20,1,,56,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:29:33,2023-06-02 14:33:32,0,216.56.163.42,100,238,1,2023-06-02 14:33:32,R_2E4qcYqfiucysGi,,,,,44.7842,-88.6033,anonymous,EN,1,2,2,0,0,29.056,0,0,0,14.934,0,"they wouldn't have started out, because it was fairly opbvious Vehicle A wasn't going to stop.",1,,63,67,86,1,1,50,50,2,,48,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 14:38:53,2023-06-02 14:43:46,0,67.188.142.57,100,293,1,2023-06-02 14:43:47,R_1KykdeU4UvBOWkU,,,,,37.2941,-121.8996,anonymous,EN,1,2,2,0,0,43.76,0,0,0,12.076,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then there might not have been an accident. They would have stopped when they saw the other vehicle and avoided it.",1,,63,60,70,1,1,50,55,2,,29,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:43:58,2023-06-02 14:48:07,0,98.4.44.75,100,248,1,2023-06-02 14:48:07,R_2zr0NmSUmhrM5Lt,,,,,42.9102,-78.6625,anonymous,EN,1,2,2,0,0,22.963,0,0,0,11.103,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he/she could have checked both ways and stopped when they seen the other car coming fast.  They could have tried to swerve as well.",1,,100,10,60,1,1,60,70,2,,47,5,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:42:04,2023-06-02 14:48:45,0,107.77.221.13,100,401,1,2023-06-02 14:48:45,R_2Spp8R7kSQa3KNl,,,,,29.7212,-95.3626,anonymous,EN,1,2,2,1.621,17.464,39.231,2,3.342,3.342,11.731,1,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then there might be a way to avoid the accident through their reaction and judgement to swerve another direction instead of a direct head on accident.",1,,94,60,81,1,1,56,50,2,,51,2,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 14:46:42,2023-06-02 14:51:11,0,173.94.189.71,100,268,1,2023-06-02 14:51:11,R_3lS4VxVsZm6HSQP,,,,,36.0767,-79.7946,anonymous,EN,1,2,2,0,0,35.43,0,3.237,3.237,12.8,1,maybe could of seen that the car wasnt going to stop at the stop sign,1,,100,0,8,1,1,82,92,1,,36,1,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:47:21,2023-06-02 14:51:53,0,198.41.84.42,100,271,1,2023-06-02 14:51:53,R_uqvOem63dSgPC25,,,,,42.0439,-88.0861,anonymous,EN,1,2,2,0,0,18.435,0,0,0,11.14,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then then may have been able to stop in time to prevent the accident.",1,,100,0,29,1,1,10,70,1,,50,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 14:48:33,2023-06-02 14:52:32,0,96.234.74.209,100,239,1,2023-06-02 14:52:32,R_1KUj3lmWvCilak9,,,,,40.7938,-74.4878,anonymous,EN,1,2,2,0,0,19.316,0,0,0,11.921,0,they would have been able to stop the vehicle if they noticed vehicle A.,1,,95,50,65,1,1,3,35,1,,33,7,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 14:51:13,2023-06-02 14:54:56,0,71.73.96.124,100,223,1,2023-06-02 14:54:57,R_yr3HHZ6vSuMwnIZ,,,,,40.8552,-82.3143,anonymous,EN,1,2,2,0,0,42.314,0,0,0,11.603,0,they may not of went after stopping at the stop sign until the other car slowed down,1,,100,0,82,1,1,23,47,2,,51,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:52:13,2023-06-02 14:55:13,0,76.119.218.108,100,179,1,2023-06-02 14:55:13,R_cAuWQi4QBWtda81,,,,,41.9082,-71.1031,anonymous,EN,1,2,2,0,0,16.418,0,0,0,11.297,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they could have stopped to avoid the crash.",1,,92,8,30,1,1,15,27,1,,22,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 14:48:30,2023-06-02 14:55:34,0,104.229.196.8,100,423,1,2023-06-02 14:55:35,R_PSAzWYKCIolUgUx,,,,,43.1702,-77.6923,anonymous,EN,1,2,2,0,0,40.808,0,0,0,21.947,0,"the driver from vehicle b can stop and observe the road from left to right, and see vehicle a and prevent the accident.",1,,81,95,80,1,1,41,62,1,,31,1,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:49:00,2023-06-02 14:57:00,0,98.97.63.147,100,480,1,2023-06-02 14:57:01,R_3pupG0Ly2DurAkr,,,,,34.0544,-118.2441,anonymous,EN,1,2,2,12.931,26.37,27.602,2,47.239,47.239,48.298,1,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the driver might have noticed more easily that Vehicle A was not stopping at the sign.",1,,92,40,59,1,1,23,60,2,,34,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:51:29,2023-06-02 14:58:40,0,166.205.190.87,100,430,1,2023-06-02 14:58:41,R_xlv0g91NjYPQgZH,,,,,32.7797,-96.8022,anonymous,EN,1,2,2,0,0,49.571,0,0,0,20.883,0,The same thing probably would have happened. Driver A would have run the stop sign no matter what driver B did. The only way it could have turned out differently is if driver B observed the speed of driver A and did not fully enter the intersection.,2,,100,0,66,1,1,50,50,1,,62,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 14:53:07,2023-06-02 14:58:43,0,71.174.255.162,100,335,1,2023-06-02 14:58:43,R_3Mzfr00f28C4L1a,,,,,42.3026,-71.4306,anonymous,EN,1,2,2,0,0,33.775,0,0,0,11.911,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he could've stopped again as Vehicle A approached, thereby letting Vehicle A cut in front of him.  He could've swerved to avoid a collision instead of continuing on the same track.  He could've waited a few extra seconds at the stop sign instead of proceeding after waiting the programmed interval.",1,,91,10,20,1,1,30,80,2,,48,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 14:54:37,2023-06-02 15:01:26,0,24.205.12.231,100,409,1,2023-06-02 15:01:27,R_3nUzqBjxY5zVn4b,,,,,34.137,-118.2376,anonymous,EN,1,2,2,32.678,32.678,35.527,1,0,0,20.642,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the human could have been alert and seen vehicle A coming from the right and stayed at the stop sign.",1,,100,100,50,1,1,0,9,2,,34,1,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 15:06:40,2023-06-02 15:16:22,0,108.29.82.119,100,581,1,2023-06-02 15:16:22,R_2S8qDhvel5ABtwC,,,,,40.8246,-73.815,anonymous,EN,1,2,2,114.489,114.489,168.494,1,0,0,12.406,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then this accident might've been avoided. Due to the fact that Vehicle B was autonomous, it was incapable of detecting the speed and exact location of Vehicle A. A human occupant would likely have sat at the stop sign and waited to see that Vehicle A came to a complete stop. ",1,,90,80,100,1,1,30,40,2,,41,5,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 15:13:03,2023-06-02 15:16:50,0,98.210.75.184,100,227,1,2023-06-02 15:16:51,R_2vkTCyUSp4trP2q,,,,,37.5549,-122.2708,anonymous,EN,1,2,2,0,0,17.959,0,0,0,11.662,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they could've possibly reacted to the oncoming car by braking or speeding up to avoid it.",1,,100,5,29,1,1,28,45,1,,35,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 15:17:27,2023-06-02 15:21:40,0,64.246.99.66,100,253,1,2023-06-02 15:21:41,R_1rBNQDRgKlQSd2r,,,,,41.3811,-83.6556,anonymous,EN,1,2,2,0,0,20.108,0,0,0,12.591,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he may have noticed that Vehicle A was not slowing down for the stop sign and decided not to pull into the intersection.",1,,100,80,75,1,1,53,45,1,,29,1,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 15:17:16,2023-06-02 15:22:02,0,73.255.168.212,100,286,1,2023-06-02 15:22:03,R_3jdsy4znd6LW9F1,,,,,27.9037,-81.5846,anonymous,EN,1,2,2,7.565,25.685,26.765,2,16.409,16.409,17.906,1,If the human occupant of vehicle B had been driving a regular vehicle instead than perhaps the human could of reacted and kept the accident from occurring or being as bad as it was.,1,,75,50,50,1,1,50,60,2,,33,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 15:30:26,2023-06-02 15:36:32,0,98.224.65.115,100,366,1,2023-06-02 15:36:33,R_3kuqCzeubozgLda,,,,,36.3287,-119.6474,anonymous,EN,1,2,2,17.557,30.472,31.477,5,5.94,5.94,15.825,1,"If the occupant of Vehicle B had been driving a regular vehicle instead, then maybe the driver would have noticed vehicle A was not slowing down for the stop sign and waited for vehicle A to pass.",1,,100,15,5,1,1,11,50,2,,33,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 15:37:00,2023-06-02 15:43:02,0,73.166.159.106,100,362,1,2023-06-02 15:43:03,R_25t6fPxTXcaNz7t,,,,,29.7388,-95.8309,anonymous,EN,1,2,2,0,0,19.942,0,0,0,16.39,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then perhaps the driver would have noticed the speed of vehicle A was too fast to make the stop sign and wouldn't have proceeded. ",1,,100,0,10,1,1,10,50,1,,29,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 15:43:35,2023-06-02 15:46:04,0,104.3.122.50,100,149,1,2023-06-02 15:46:05,R_1KxmLTwXQv5n91l,,,,,41.8482,-87.6521,anonymous,EN,1,2,2,0,0,14.664,0,0,0,14.853,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the crash would have been prevented.",1,,100,100,0,2,1,81,30,2,,22,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 15:48:30,2023-06-02 15:50:36,0,174.61.177.225,100,126,1,2023-06-02 15:50:37,R_a3FY4jBTDfuCtJn,,,,,48.4349,-122.2023,anonymous,EN,1,2,2,0,0,17.458,0,0,0,11.056,0,They would have seen that the other vehicle was not slowing down.,1,,100,0,50,1,1,2,75,2,,44,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 15:44:30,2023-06-02 15:51:12,0,172.75.93.170,100,402,1,2023-06-02 15:51:13,R_1jkvZ2yoGHDbDyQ,,,,,33.7827,-79.1473,anonymous,EN,1,2,2,12.357,48.555,50.336,2,0,0,20.8,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they might have noticed that Vehicle A was not slowing appropriately and waited instead of going through the stop sign.",1,,100,0,81,1,1,0,62,2,,62,6,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 15:46:34,2023-06-02 15:52:15,0,75.174.118.232,100,341,1,2023-06-02 15:52:16,R_CjCRl1bUyCbHXmF,,,,,43.6502,-116.4343,anonymous,EN,1,2,2,0,0,78.002,0,0,0,14.933,0,A human may have thought that the other may run past  the stop sign.,1,,100,5,21,1,1,50,48,2,,66,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 15:48:10,2023-06-02 15:52:41,0,68.47.76.168,100,270,1,2023-06-02 15:52:41,R_3G8v8QLxrEDkED1,,,,,44.7601,-93.2748,anonymous,EN,1,2,2,2.324,19.049,21.025,3,0,0,11.818,0,they may have been able to swerve out of the way but it is unlikely,2,,100,9,81,1,1,10,30,1,,37,2,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 15:49:01,2023-06-02 15:53:15,0,73.43.26.163,100,254,1,2023-06-02 15:53:16,R_3fjavmsb3bzxHga,,,,,34.2497,-84.4894,anonymous,EN,1,2,2,19.862,19.862,20.836,1,0,0,13.847,0,The human driver could have slammed on his or her brakes and avoided the accident.,1,,78,68,58,1,1,34,57,2,,28,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 15:48:28,2023-06-02 15:53:25,0,173.18.126.185,100,297,1,2023-06-02 15:53:26,R_qOP2hvS7yPG0KPL,,,,,42.0441,-91.6006,anonymous,EN,1,2,2,0,0,30.169,0,0,0,16.255,0,There is a chance that the driver of Vehicle B if it were not operated by an algorithm could have seen vehicle A and hit the brakes,1,,100,27,54,1,1,9,51,2,,22,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 15:58:22,2023-06-02 15:58:57,0,68.199.64.255,100,35,1,2023-06-02 15:58:57,R_6xpcj7ywr97rKeJ,,,,,40.9451,-74.2531,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 15:50:09,2023-06-02 15:59:35,0,98.161.135.133,100,566,1,2023-06-02 15:59:36,R_DkPz1j6XboknOox,,,,,33.3121,-111.8213,anonymous,EN,1,2,2,0,0,24.657,0,0,0,26.77,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he could have braked or swerved to avoid having the accident.  ",1,,75,25,60,1,1,44,50,2,,43,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 15:54:31,2023-06-02 16:02:15,0,108.218.222.147,100,464,1,2023-06-02 16:02:16,R_3njUQXrnqvlx24d,,,,,37.2117,-93.299,anonymous,EN,1,2,2,9.6,25.147,43.146,4,6.116,8.349,25.616,2,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then car B would of waited for car A to stop at the stop sign before going. Then Car B would of seen Car A was not stopping and prevented the accident. ",1,,100,71,81,1,1,0,63,2,,45,1,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 16:00:32,2023-06-02 16:03:28,0,70.92.244.177,100,175,1,2023-06-02 16:03:28,R_1cVel27R1HJUURd,,,,,43.1604,-88.1173,anonymous,EN,1,2,2,28.07,28.07,28.983,1,10.917,10.917,11.427,1,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they maybe could have seen vehicle A speeding up to the stop sign and either waited to go or swerved out of its way",1,,100,8,31,1,1,17,12,2,,22,4,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 16:02:50,2023-06-02 16:08:43,0,24.2.74.63,100,353,1,2023-06-02 16:08:43,R_1H8HFPwbfye0jvy,,,,,40.5153,-112.0316,anonymous,EN,1,2,2,9.48,23.943,25.335,2,11.594,11.594,12.819,1,If the ocuupant was human said person would have been more obsevant and would have not moved throught the intersection,1,,97,24,94,1,1,27,98,2,,70,3,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 16:05:34,2023-06-02 16:09:24,0,104.8.83.156,100,229,1,2023-06-02 16:09:24,R_2f2TY9iXOLgRtQY,,,,,29.943,-95.2596,anonymous,EN,1,2,2,0,0,24.2,0,0,0,11.761,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the occupant could have looked left or right much better and be able to see the car comming",1,,95,13,32,1,1,25,8,1,,25,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 16:07:07,2023-06-02 16:10:13,0,24.101.237.171,100,186,1,2023-06-02 16:10:14,R_3nk3rLGDgdqgVgt,,,,,41.0799,-80.6392,anonymous,EN,1,2,2,3.21,17.55,19.83,2,4.477,10.005,10.919,2,If a human would have been driving it could have noticed the other car not coming to a stop and maybe could have avoided the accident ,1,,100,14,1,1,1,45,74,1,,31,2,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 16:12:20,2023-06-02 16:16:49,0,173.184.172.61,100,268,1,2023-06-02 16:16:50,R_2VxwvhMFGbWxG5d,,,,,29.8378,-82.6129,anonymous,EN,1,2,2,0,0,43.924,0,0,0,14.423,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then.there would have been a chance to divert and avoid",1,,94,11,5,1,1,40,74,1,,66,5,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 16:10:25,2023-06-02 16:17:41,0,174.59.138.99,100,436,1,2023-06-02 16:17:42,R_1rPpeTMuxTvgdHM,,,,,39.761,-77.5672,anonymous,EN,1,2,2,19.005,19.005,32.853,1,0,0,21.479,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then it is possible the driver of Vehicle B would have noticed that Vehicle A was not slowing down as it approached the intersection. Of course, a human could easily miss this, as well.",1,,100,10,20,1,1,30,40,1,,37,5,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 16:46:15,2023-06-02 16:53:12,0,75.189.80.100,100,417,1,2023-06-02 16:53:13,R_s5q8oiULA9CRtRv,,,,,33.6286,-78.9722,anonymous,EN,1,2,2,0,0,116.856,0,0,0,11.229,0,THEY MIGHT HAVE MADE A DIFFERENT CHOICE THAN THE AI. THEY MIGHT HAVE SEEN THE OTHER DRIVER WAS DRIVING ODD BEFORE IT GOT TO THE STOP SIGN AND THEY MIGHT HAVE SLOWED OR STOPPED BEFORE MOVING IN FRONT OF IT,1,,85,50,68,1,1,56,56,2,,63,2,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 16:49:27,2023-06-02 16:55:26,0,174.102.118.192,100,359,1,2023-06-02 16:55:26,R_2YVBxtK880nk95h,,,,,41.9476,-80.5542,anonymous,EN,1,2,2,0,0,38.2,0,0,0,11.967,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they would have been able to look both ways and make sure to stop and wait on the other car that was zooming through the stop sign.",1,,95,81,81,1,1,50,71,2,,69,3,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 17:13:18,2023-06-02 17:17:56,0,68.173.122.248,100,277,1,2023-06-02 17:17:56,R_p6t0PRWwhFdnrsl,,,,,40.7099,-73.9591,anonymous,EN,1,2,2,0.957,36.023,37.616,12,0,0,13.873,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they may have been able to brake or swerve or honk horn to avoid being hit by Vehicle A. ",1,,95,19,20,1,1,0,30,2,,28,5,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 17:21:11,2023-06-02 17:25:18,0,76.53.40.210,100,247,1,2023-06-02 17:25:18,R_bjUtClQDuMDuiYN,,,,,33.8225,-118.3103,anonymous,EN,1,2,2,0,0,20.883,0,0,0,11.907,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then maybe they could have sped up or swerved out of the way of Vehicle A, but honestly I'm not sure there is much they could of done to avoid the accident.",2,,100,5,0,1,1,18,65,2,,39,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 17:15:43,2023-06-02 17:25:42,0,108.82.229.17,100,599,1,2023-06-02 17:25:43,R_3smgzOJfbEDwz7k,,,,,33.5619,-84.4319,anonymous,EN,1,2,2,0,0,52.511,0,0,0,15.033,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then maybe he/she wouldn't of crashed. they would of looked for incoming cars coming down the intersection.",1,,96,50,65,1,1,45,50,1,,38,1,,Q148,countf,vB_mnfctr_liable_AV|vA_liable_AV,Q122|avoid_AV
2023-06-02 17:26:54,2023-06-02 17:30:46,0,72.176.173.220,100,231,1,2023-06-02 17:30:46,R_PvuY34qXXGCwDLz,,,,,31.1093,-97.6713,anonymous,EN,1,2,2,0,0,15.991,0,0,0,11.78,0,If the human occupant of Vehicle B had been driving a regular vehicle instead then the driver could have possible accelerated past vehicle A or turned away to avoid the collision ,1,,93,60,70,1,1,39,50,2,,29,4,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
2023-06-02 17:34:25,2023-06-02 17:34:51,0,73.182.139.3,100,25,1,2023-06-02 17:34:51,R_xEBRZvE0EuIzjON,,,,,42.1139,-72.5508,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 17:35:48,2023-06-02 17:43:57,0,174.56.124.38,100,488,1,2023-06-02 17:43:57,R_2tJPyO4Bj1BSUfa,,,,,34.6511,-106.6952,anonymous,EN,1,2,2,5.402,13.294,36.88,3,0,0,23.57,0,they could have slammed on their brakes.,1,,90,21,68,1,1,9,64,2,,48,1,,Q148,countf,vA_liable_AV|vB_mnfctr_liable_AV,Q122|avoid_AV
