StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,Q219_First Click,Q219_Last Click,Q219_Page Submit,Q219_Click Count,vA_sue_AV_1,vB_mnfctr_sue_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q220_First Click,Q220_Last Click,Q220_Page Submit,Q220_Click Count,vA_sue_1,vB_mnfctr_sue_1,vB_driver_sue_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,cruise_familiarity,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,trust_scale_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO
2024-05-09 09:26:50,2024-05-09 09:33:08,0,174.160.30.38,100,377,1,2024-05-09 09:33:08,R_3r8NoouiNGCQZWk,,,,,38.2478,-122.6192,anonymous,EN,1,2,2,40,96,30,60,65,48.727,91.149,100.349,5,100,90,75,85,80,,,,,,,,,,,1,1,1,60,1,,58,7,,FL_39,Q241|av_trust_4|av_trust_5|av_trust_1|av_trust_2|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 09:22:16,2024-05-09 09:33:24,0,115.167.96.221,100,668,1,2024-05-09 09:33:25,R_7roXPNTviyzceQh,,,,,40.7123,-74.0068,anonymous,EN,1,2,2,34,70,32,59,34,,,,,,,,,,114.816,119.774,135.352,2,70,72,93,9,94,91,2,2,1,38,2,,34,5,,FL_40,Q241|av_trust_2|av_trust_4|av_trust_3|av_trust_1|av_trust_5,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:29:33,2024-05-09 09:33:34,0,66.29.217.156,100,241,1,2024-05-09 09:33:35,R_6vdHW4Ns5LMtsLe,,,,,41.2463,-81.831,anonymous,EN,1,2,2,18,18,18,60,86,,,,,,,,,,0,0,41.073,0,97,3,40,100,100,75,2,1,2,59,2,,52,4,,FL_40,Q241|av_trust_5|av_trust_1|av_trust_2|av_trust_3|av_trust_4,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:26:34,2024-05-09 09:33:36,0,172.56.201.211,100,421,1,2024-05-09 09:33:36,R_1hjchK53x5A09ZT,,,,,47.6034,-122.3414,anonymous,EN,1,2,2,38,78,34,67,28,,,,,,,,,,0,0,39.999,0,74,87,86,91,85,95,2,1,2,25,1,,33,3,,FL_40,Q241|av_trust_2|av_trust_4|av_trust_1|av_trust_5|av_trust_3,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:30:41,2024-05-09 09:33:47,0,103.107.132.193,100,186,1,2024-05-09 09:33:47,R_4KYDbpPKNci4Jvg,,,,,23.7731,90.3657,anonymous,EN,1,2,2,28,75,60,37,77,,,,,,,,,,0,0,20.681,0,88,99,64,84,87,83,1,1,1,82,1,,33,4,,FL_40,Q241|av_trust_5|av_trust_3|av_trust_4|av_trust_2|av_trust_1,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:32:29,2024-05-09 09:33:58,0,109.166.49.67,100,88,1,2024-05-09 09:33:58,R_1NUoqtKjbH90lWt,,,,,40.7662,-74.0178,anonymous,EN,1,2,2,83,83,82,83,72,3.474,3.474,3.8,1,85,83,83,84,89,,,,,,,,,,,1,1,1,82,1,,51,5,,FL_39,Q241|av_trust_4|av_trust_3|av_trust_1|av_trust_2|av_trust_5,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:15:14,2024-05-09 09:34:02,0,185.215.181.34,100,1127,1,2024-05-09 09:34:02,R_6VlsF0JqI2PL86H,,,,,33.7485,-84.3871,anonymous,EN,1,2,2,75,70,40,80,30,39.749,200.029,203.304,19,20,80,100,20,35,,,,,,,,,,,1,1,2,90,2,,26,4,,FL_39,Q241|av_trust_5|av_trust_2|av_trust_4|av_trust_1|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:32:13,2024-05-09 09:34:33,0,170.39.185.133,100,139,1,2024-05-09 09:34:33,R_2kNycGOO7le0KLt,,,,,39.018,-77.539,anonymous,EN,1,2,2,70,90,90,67,88,3.29,3.618,4.64,2,64,79,60,90,81,,,,,,,,,,,2,1,1,84,2,,37,4,,FL_39,Q241|av_trust_5|av_trust_4|av_trust_3|av_trust_1|av_trust_2,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:30:06,2024-05-09 09:34:53,0,47.206.227.94,100,287,1,2024-05-09 09:34:54,R_3GqySbmBcdZFTu2,,,,,27.947,-82.7943,anonymous,EN,1,2,2,61,60,62,60,50,0,0,44.856,0,11,7,88,11,11,,,,,,,,,,,1,1,2,30,2,,63,3,,FL_39,Q241|av_trust_3|av_trust_4|av_trust_2|av_trust_5|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:32:23,2024-05-09 09:35:00,0,104.182.72.204,100,157,1,2024-05-09 09:35:01,R_2dGnAD4D1f5aTzP,,,,,38.763,-90.5474,anonymous,EN,1,2,2,26,22,12,23,77,,,,,,,,,,10.707,20.075,23.501,8,100,0,0,89,14,29,2,1,2,32,2,,37,1,,FL_40,Q241|av_trust_5|av_trust_1|av_trust_2|av_trust_3|av_trust_4,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-09 09:29:26,2024-05-09 09:35:22,0,172.115.233.79,100,356,1,2024-05-09 09:35:23,R_7n1oM6lzXTQOMWO,,,,,33.4948,-117.0954,anonymous,EN,1,2,2,75,85,80,75,25,,,,,,,,,,0,0,57.535,0,75,0,60,76,55,35,2,1,2,85,2,,41,2,,FL_40,Q241|av_trust_5|av_trust_1|av_trust_2|av_trust_4|av_trust_3,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:27:05,2024-05-09 09:35:25,0,63.160.189.203,100,500,1,2024-05-09 09:35:26,R_1z8FqIUxlKjITuK,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,61,69,42,61,50,98.799,98.799,100.044,1,100,21,86,44,29,,,,,,,,,,,1,1,2,83,1,,29,4,,FL_39,Q241|av_trust_5|av_trust_4|av_trust_1|av_trust_3|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-09 09:28:52,2024-05-09 09:35:34,0,172.56.72.208,100,401,1,2024-05-09 09:35:34,R_7SCygdHw1iMubVB,,,,,28.53,-81.4057,anonymous,EN,1,2,2,0,10,10,5,75,0,0,71.115,0,60,40,80,40,10,,,,,,,,,,,1,1,2,20,2,,44,4,,FL_39,Q241|av_trust_3|av_trust_4|av_trust_2|av_trust_1|av_trust_5,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:20:03,2024-05-09 09:35:55,0,74.205.135.2,100,952,1,2024-05-09 09:35:56,R_32ih0CpQugB9N5N,,,,,35.1587,-85.2163,anonymous,EN,1,2,2,40,61,60,60,50,796.195,796.195,814.601,1,92,40,100,40,29,,,,,,,,,,,1,1,2,50,2,,30,4,,FL_39,Q241|av_trust_4|av_trust_5|av_trust_3|av_trust_2|av_trust_1,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:31:12,2024-05-09 09:36:10,0,217.180.201.46,100,297,1,2024-05-09 09:36:10,R_1e4CEez6gCzY2Ps,,,,,38.0052,-84.423,anonymous,EN,1,2,2,6,3,25,0,63,0,0,50.052,0,100,2,100,8,21,,,,,,,,,,,1,1,2,0,1,,29,7,,FL_39,Q241|av_trust_5|av_trust_1|av_trust_2|av_trust_3|av_trust_4,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:32:19,2024-05-09 09:36:19,0,47.148.194.232,100,239,1,2024-05-09 09:36:19,R_1DOoDir0ufZHQXC,,,,,33.8041,-118.1874,anonymous,EN,1,2,2,0,0,0,0,100,0,0,41.454,0,100,0,100,70,0,,,,,,,,,,,1,1,2,60,1,,22,1,,FL_39,Q241|av_trust_5|av_trust_2|av_trust_1|av_trust_4|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:33:13,2024-05-09 09:36:21,0,104.249.131.164,100,188,1,2024-05-09 09:36:22,R_5fdSqRgrqZULasx,,,,,40.7876,-74.06,anonymous,EN,1,2,2,95,46,65,72,88,0,0,2.088,0,75,70,87,63,66,,,,,,,,,,,2,1,1,65,2,,36,4,,FL_39,Q241|av_trust_1|av_trust_4|av_trust_5|av_trust_3|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 09:31:40,2024-05-09 09:36:36,0,97.71.204.178,100,295,1,2024-05-09 09:36:36,R_7qx1OXd5sB6AbCz,,,,,28.1822,-80.6117,anonymous,EN,1,2,2,27,35,30,64,80,,,,,,,,,,30.857,30.857,63.041,1,100,0,24,100,50,40,2,1,2,0,2,,50,3,,FL_40,Q241|av_trust_5|av_trust_4|av_trust_1|av_trust_3|av_trust_2,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:33:09,2024-05-09 09:36:39,0,172.56.108.6,100,210,1,2024-05-09 09:36:40,R_1dGJ4e51mbp9kDG,,,,,47.2562,-122.4375,anonymous,EN,1,2,2,26,74,62,66,24,1.8,28.362,31.545,7,68,61,87,74,73,,,,,,,,,,,1,1,2,75,1,,25,3,,FL_39,Q241|av_trust_2|av_trust_5|av_trust_4|av_trust_1|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:32:38,2024-05-09 09:37:01,0,73.226.237.200,100,262,1,2024-05-09 09:37:01,R_25WhH2Svud8tbdT,,,,,40.6575,-74.3094,anonymous,EN,1,2,2,7,28,22,35,89,0.099,34.194,35.868,26,100,14,100,9,0,,,,,,,,,,,1,1,2,0,1,,40,3,,FL_39,Q241|av_trust_3|av_trust_1|av_trust_2|av_trust_4|av_trust_5,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:33:36,2024-05-09 09:37:06,0,198.49.154.90,100,210,1,2024-05-09 09:37:06,R_5QH6R1sChiG35g5,,,,,35.1655,-101.8857,anonymous,EN,1,2,2,4,12,6,9,83,,,,,,,,,,0,0,35.469,0,100,0,9,100,31,48,2,1,2,15,1,,56,4,,FL_40,Q241|av_trust_5|av_trust_2|av_trust_4|av_trust_3|av_trust_1,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:37:08,2024-05-09 09:37:29,0,170.55.67.37,100,21,1,2024-05-09 09:37:29,R_1wLkKsEXUO5VGRP,,,,,25.8906,-80.1784,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 09:32:37,2024-05-09 09:37:42,0,71.135.157.130,100,304,1,2024-05-09 09:37:43,R_2eIV2OFBCBpB7Ra,,,,,29.5542,-95.7325,anonymous,EN,1,2,2,0,0,0,0,100,,,,,,,,,,0,0,70.001,0,0,0,0,60,62,62,2,1,2,0,2,,68,3,,FL_40,Q241|av_trust_3|av_trust_1|av_trust_5|av_trust_4|av_trust_2,,,Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:24:47,2024-05-09 09:37:51,0,104.34.242.235,100,784,1,2024-05-09 09:37:52,R_2wzCdrBkbtwBPnH,,,,,33.846,-118.3456,anonymous,EN,1,2,2,25,25,25,50,75,0,0,58.788,0,80,50,80,50,80,,,,,,,,,,,1,1,2,0,1,,70,3,,FL_39,Q241|av_trust_2|av_trust_5|av_trust_3|av_trust_4|av_trust_1,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:35:36,2024-05-09 09:38:02,0,185.86.142.152,100,146,1,2024-05-09 09:38:03,R_1S66FAIAOmdkTE5,,,,,37.751,-97.822,anonymous,EN,1,2,2,78,87,84,82,90,0,0,3.519,0,90,79,78,81,91,,,,,,,,,,,1,1,1,84,1,,37,4,,FL_39,Q241|av_trust_3|av_trust_1|av_trust_5|av_trust_4|av_trust_2,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:32:50,2024-05-09 09:38:07,0,47.147.49.190,100,316,1,2024-05-09 09:38:07,R_7GrgPhqJm2f0ZVV,,,,,33.9098,-118.0714,anonymous,EN,1,2,2,0,0,0,0,100,,,,,,,,,,98.921,98.921,100.151,1,100,0,0,100,0,0,2,1,2,0,2,,39,5,,FL_40,Q241|av_trust_4|av_trust_2|av_trust_1|av_trust_3|av_trust_5,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 09:37:02,2024-05-09 09:38:11,0,66.118.239.235,100,69,1,2024-05-09 09:38:12,R_7Lcz3UFSDxUpald,,,,,40.7876,-74.06,anonymous,EN,1,2,2,81,80,56,45,75,0,0,8.035,0,85,84,44,79,76,,,,,,,,,,,2,1,1,74,1,,27,4,,FL_39,Q241|av_trust_5|av_trust_3|av_trust_1|av_trust_2|av_trust_4,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-09 09:35:50,2024-05-09 09:38:37,0,130.44.148.124,100,166,1,2024-05-09 09:38:37,R_2hGUxzqOuehlJvz,,,,,42.3912,-71.0882,anonymous,EN,1,2,2,8,0,6,8,100,,,,,,,,,,0,0,21.593,0,100,0,10,100,10,20,2,1,2,20,1,,37,5,,FL_40,Q241|av_trust_3|av_trust_1|av_trust_5|av_trust_2|av_trust_4,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:35:52,2024-05-09 09:38:58,0,47.198.31.161,100,186,1,2024-05-09 09:38:58,R_5OJT89Iu2bu7vkY,,,,,28.1412,-82.5931,anonymous,EN,1,2,2,34,40,43,57,65,,,,,,,,,,0,0,23.748,0,64,26,28,71,42,45,2,1,2,47,2,,54,4,,FL_40,Q241|av_trust_3|av_trust_5|av_trust_2|av_trust_1|av_trust_4,,,Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 09:33:09,2024-05-09 09:39:13,0,161.129.38.167,100,363,1,2024-05-09 09:39:13,R_73376vnhlkELDC6,,,,,39.018,-77.539,anonymous,EN,1,2,2,76,73,70,64,64,0,0,39.832,0,80,76,76,79,64,,,,,,,,,,,1,2,1,78,2,,29,4,,FL_39,Q241|av_trust_1|av_trust_5|av_trust_2|av_trust_4|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 09:39:03,2024-05-09 09:40:16,0,38.255.43.167,100,72,1,2024-05-09 09:40:17,R_3AiJHAgUYWml14d,,,,,34.0544,-118.244,anonymous,EN,1,2,2,87,75,73,83,41,0,0,2.172,0,99,83,87,67,83,,,,,,,,,,,1,2,1,77,1,,29,4,,FL_39,Q241|av_trust_4|av_trust_2|av_trust_5|av_trust_1|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:34:10,2024-05-09 09:40:40,0,198.203.181.181,100,390,1,2024-05-09 09:40:41,R_2i8exC5Et3IiGjL,,,,,44.9834,-93.2622,anonymous,EN,1,2,2,56,61,60,42,89,,,,,,,,,,54.701,54.701,55.187,1,100,7,8,100,21,6,2,1,2,20,1,,37,4,,FL_40,Q241|av_trust_3|av_trust_1|av_trust_5|av_trust_4|av_trust_2,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:39:02,2024-05-09 09:40:42,0,109.121.33.137,100,99,1,2024-05-09 09:40:42,R_3OkWWOX0LP967Qe,,,,,38.6583,-77.2481,anonymous,EN,1,2,2,65,66,78,82,67,,,,,,,,,,0,0,12.174,0,77,84,66,78,78,76,1,1,1,73,1,,37,4,,FL_40,Q241|av_trust_2|av_trust_3|av_trust_1|av_trust_4|av_trust_5,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2024-05-09 09:28:54,2024-05-09 09:40:49,0,173.17.129.33,100,714,1,2024-05-09 09:40:49,R_3BbmSl7VPMDal3I,,,,,41.6073,-93.5308,anonymous,EN,1,2,2,20,60,60,60,20,0,0,64.682,0,20,45,60,60,70,,,,,,,,,,,1,2,2,30,1,,27,1,,FL_39,Q241|av_trust_1|av_trust_5|av_trust_2|av_trust_4|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-09 09:37:42,2024-05-09 09:40:56,0,174.234.21.163,100,193,1,2024-05-09 09:40:56,R_7f7uYdHOAmnl9Ch,,,,,39.6814,-104.8837,anonymous,EN,1,2,2,20,19,14,35,15,1.031,24.011,25.179,25,17,14,12,20,27,,,,,,,,,,,1,1,1,33,2,,40,4,,FL_39,Q241|av_trust_4|av_trust_2|av_trust_1|av_trust_5|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:37:02,2024-05-09 09:41:37,0,70.185.192.18,100,275,1,2024-05-09 09:41:37,R_1hzNTsJoz0SzVix,,,,,36.0432,-95.8072,anonymous,EN,1,2,2,10,25,15,15,85,,,,,,,,,,0,0,43.858,0,90,0,40,90,40,30,2,1,2,30,2,,22,4,,FL_40,Q241|av_trust_2|av_trust_4|av_trust_1|av_trust_3|av_trust_5,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 09:37:07,2024-05-09 09:41:43,0,97.187.203.169,100,276,1,2024-05-09 09:41:44,R_3nWv5AZr9RwuloJ,,,,,41.3222,-80.7443,anonymous,EN,1,2,2,8,12,4,8,99,,,,,,,,,,0,0,53.238,0,13,0,22,51,68,62,2,1,2,66,1,,33,3,,FL_40,Q241|av_trust_1|av_trust_2|av_trust_4|av_trust_3|av_trust_5,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 09:32:50,2024-05-09 09:41:43,0,136.57.72.194,100,532,1,2024-05-09 09:41:44,R_2pLhXQQQC5Pj9WQ,,,,,35.2227,-80.7938,anonymous,EN,1,2,2,20,30,55,35,75,35.445,107.426,108.481,5,100,40,100,100,5,,,,,,,,,,,1,1,2,5,2,,41,4,,FL_39,Q241|av_trust_3|av_trust_4|av_trust_1|av_trust_2|av_trust_5,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:38:07,2024-05-09 09:41:59,0,174.179.86.94,100,232,1,2024-05-09 09:42:00,R_22iosDQZiRyekWl,,,,,38.271,-77.5495,anonymous,EN,1,2,2,50,25,50,55,70,0,0,60.88,0,100,0,100,0,0,,,,,,,,,,,1,1,2,60,2,,58,3,,FL_39,Q241|av_trust_2|av_trust_4|av_trust_1|av_trust_5|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:32:27,2024-05-09 09:42:55,0,73.84.19.126,100,627,1,2024-05-09 09:42:55,R_2B4dWBg5VE8p6Vz,,,,,25.8153,-80.3577,anonymous,EN,1,2,2,27,31,14,23,90,,,,,,,,,,13.323,29.047,31.204,4,94,75,36,81,32,72,2,1,2,41,1,,35,4,,FL_40,Q241|av_trust_3|av_trust_5|av_trust_2|av_trust_1|av_trust_4,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:20:26,2024-05-09 09:43:21,0,104.249.130.111,100,1374,1,2024-05-09 09:43:21,R_2dKt0zQB1qF5Kw1,,,,,39.018,-77.539,anonymous,EN,1,2,2,67,69,75,74,33,0,0,7.179,0,73,81,78,72,73,,,,,,,,,,,1,2,1,82,1,,21,4,,FL_39,Q241|av_trust_3|av_trust_1|av_trust_2|av_trust_4|av_trust_5,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 09:40:28,2024-05-09 09:43:23,0,100.36.117.40,100,175,1,2024-05-09 09:43:24,R_2q3ZqgMONmnMIRo,,,,,38.7913,-77.2806,anonymous,EN,1,2,2,10,10,20,80,90,,,,,,,,,,0,0,26.978,0,80,0,0,100,10,10,2,1,2,30,2,,43,4,,FL_40,Q241|av_trust_3|av_trust_1|av_trust_2|av_trust_4|av_trust_5,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-09 09:36:20,2024-05-09 09:43:36,0,172.56.33.137,100,436,1,2024-05-09 09:43:36,R_1GwCu9KEqT3XCmO,,,,,38.9034,-76.9882,anonymous,EN,1,2,2,80,80,80,90,5,,,,,,,,,,0,0,30.601,0,28,9,3,5,44,41,2,1,2,8,2,,45,5,,FL_40,Q241|av_trust_1|av_trust_2|av_trust_3|av_trust_5|av_trust_4,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:38:36,2024-05-09 09:43:43,0,24.176.70.75,100,307,1,2024-05-09 09:43:44,R_2rpLSqeMnBDcHjb,,,,,35.5986,-82.2902,anonymous,EN,1,2,2,56,67,50,31,81,3.599,38.336,43.878,11,2,75,100,70,93,,,,,,,,,,,1,1,2,50,2,,49,2,,FL_39,Q241|av_trust_1|av_trust_5|av_trust_3|av_trust_2|av_trust_4,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:42:59,2024-05-09 09:44:34,0,109.121.39.135,100,94,1,2024-05-09 09:44:34,R_1Y4kzlrZvPjojLF,,,,,38.6583,-77.2481,anonymous,EN,1,2,2,80,66,73,63,65,0,0,8.608,0,75,63,80,61,74,,,,,,,,,,,1,1,1,66,1,,37,4,,FL_39,Q241|av_trust_5|av_trust_2|av_trust_4|av_trust_3|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:41:05,2024-05-09 09:44:57,0,73.116.68.167,100,231,1,2024-05-09 09:44:58,R_3K2IFCCZ2lZrTyh,,,,,38.6645,-121.487,anonymous,EN,1,2,2,73,82,74,71,36,0,0,32.905,0,75,82,82,82,81,,,,,,,,,,,1,1,2,20,1,,51,5,,FL_39,Q241|av_trust_5|av_trust_1|av_trust_4|av_trust_2|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:40:38,2024-05-09 09:44:57,0,38.255.40.13,100,259,1,2024-05-09 09:44:58,R_50vAY0wgnaMEdW1,,,,,40.7876,-74.06,anonymous,EN,1,2,2,90,84,81,80,39,,,,,,,,,,0,0,7.226,0,80,89,77,76,85,85,2,1,1,68,2,,35,4,,FL_40,Q241|av_trust_3|av_trust_5|av_trust_4|av_trust_1|av_trust_2,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:41:05,2024-05-09 09:45:18,0,75.35.96.56,100,252,1,2024-05-09 09:45:18,R_32Q1ZxRPlbSvdQf,,,,,35.5144,-97.5865,anonymous,EN,1,2,2,13,50,0,50,74,,,,,,,,,,0,0,35.501,0,100,100,100,100,50,50,2,1,2,50,2,,63,2,,FL_40,Q241|av_trust_5|av_trust_1|av_trust_4|av_trust_3|av_trust_2,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:41:59,2024-05-09 09:45:49,0,24.249.58.130,100,229,1,2024-05-09 09:45:50,R_3mksK6TcNMTZAfA,,,,,37.0687,-97.031,anonymous,EN,1,2,2,0,0,0,0,100,0,0,32.019,0,88,42,89,100,56,,,,,,,,,,,1,1,2,4,2,,35,3,,FL_39,Q241|av_trust_4|av_trust_2|av_trust_5|av_trust_1|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:43:53,2024-05-09 09:45:55,0,50.217.98.143,100,121,1,2024-05-09 09:45:55,R_2dKPtW5FUgSnDEd,,,,,40.0619,-74.9987,anonymous,EN,1,2,2,2,2,0,0,96,0,0,10.73,0,80,75,92,100,90,,,,,,,,,,,1,1,2,10,1,,38,4,,FL_39,Q241|av_trust_1|av_trust_3|av_trust_4|av_trust_2|av_trust_5,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:40:08,2024-05-09 09:46:11,0,99.90.217.224,100,362,1,2024-05-09 09:46:11,R_5dLDYl3QJTLNQai,,,,,40.5692,-85.6623,anonymous,EN,1,2,2,24,25,24,0,76,,,,,,,,,,0,0,60.332,0,92,75,72,99,75,86,2,1,2,9,1,,55,3,,FL_40,Q241|av_trust_1|av_trust_2|av_trust_4|av_trust_3|av_trust_5,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
