StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,Q219_First Click,Q219_Last Click,Q219_Page Submit,Q219_Click Count,vA_sue_AV_1,vB_mnfctr_sue_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q220_First Click,Q220_Last Click,Q220_Page Submit,Q220_Click Count,vA_sue_1,vB_mnfctr_sue_1,vB_driver_sue_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,cruise_familiarity,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,trust_scale_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO
2024-05-06 09:06:37,2024-05-06 09:06:37,2,,100,0,1,2024-05-06 09:06:37,R_egmpLkQPAUtXaMC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:37,2024-05-06 09:06:37,2,,100,0,1,2024-05-06 09:06:37,R_3TM7xwr1cDAWoNo,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:37,2024-05-06 09:06:37,2,,100,0,1,2024-05-06 09:06:37,R_0GnCyvD2F1LDRIi,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:37,2024-05-06 09:06:37,2,,100,0,1,2024-05-06 09:06:38,R_6WPCjhxZjQ8ylwy,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:38,2024-05-06 09:06:38,2,,100,0,1,2024-05-06 09:06:38,R_1S5mVuJE5k8eE3Y,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:38,2024-05-06 09:06:38,2,,100,0,1,2024-05-06 09:06:38,R_bKP0VAixqzFXawC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:38,2024-05-06 09:06:38,2,,100,0,1,2024-05-06 09:06:38,R_8kmXbBby3rm9NFY,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:38,2024-05-06 09:06:39,2,,100,1,1,2024-05-06 09:06:39,R_0O4zCIi1ri2oCLc,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:39,2024-05-06 09:06:39,2,,100,0,1,2024-05-06 09:06:39,R_00WAdvhBGsXn7Zc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:39,2024-05-06 09:06:39,2,,100,0,1,2024-05-06 09:06:39,R_3JBagHFoq5rO1me,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:39,2024-05-06 09:06:39,2,,100,0,1,2024-05-06 09:06:40,R_eQbIFtMa9EGRRm6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:40,2024-05-06 09:06:40,2,,100,0,1,2024-05-06 09:06:40,R_3DTKU84z0OBYjmm,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:40,2024-05-06 09:06:40,2,,100,0,1,2024-05-06 09:06:40,R_4Tom2WYDTXhbxKC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:40,2024-05-06 09:06:40,2,,100,0,1,2024-05-06 09:06:40,R_9zqPByMcygjhcJE,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:40,2024-05-06 09:06:40,2,,100,0,1,2024-05-06 09:06:41,R_0dl1OtidgUTWCb4,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:41,2024-05-06 09:06:41,2,,100,0,1,2024-05-06 09:06:41,R_cAzGin5ITbmzwy2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:41,2024-05-06 09:06:41,2,,100,0,1,2024-05-06 09:06:41,R_6EYl4jcxzJU8pO6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:41,2024-05-06 09:06:41,2,,100,0,1,2024-05-06 09:06:41,R_eWDNbvsUNWKm40C,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:41,2024-05-06 09:06:42,2,,100,1,1,2024-05-06 09:06:42,R_0SqgiAse8FrvMt8,,,,,,,test,,1,2,2,50,65,50,58,81,9.07,9.92,9.54,3,46,65,3,96,38,,,,,,,,,,,3,1,1,75,4,"Arcu velit tempora. Lacus temporibus suspendisse malesuada, elit! Suspendisse dolorem.","Integer. Auctor? Elementum nullam metus primis tempora vivamus mattis, metus quam egestas. Ridiculus sapien.",7,,FL_39,Q241|av_trust_3|av_trust_1|av_trust_2|av_trust_5|av_trust_4,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-06 09:06:42,2024-05-06 09:06:42,2,,100,0,1,2024-05-06 09:06:42,R_di2pHHzqu9gpQRE,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:42,2024-05-06 09:06:42,2,,100,0,1,2024-05-06 09:06:42,R_80pLFJne3aYDXPo,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:42,2024-05-06 09:06:42,2,,100,0,1,2024-05-06 09:06:42,R_cROfKaOX8swDNZk,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:43,2024-05-06 09:06:43,2,,100,0,1,2024-05-06 09:06:43,R_0kTUf7rv2iQCSjA,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:43,2024-05-06 09:06:43,2,,100,0,1,2024-05-06 09:06:43,R_1St0SMpxR7OEbLo,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:43,2024-05-06 09:06:43,2,,100,0,1,2024-05-06 09:06:43,R_3rqu94hKbKyrZ8W,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:43,2024-05-06 09:06:43,2,,100,0,1,2024-05-06 09:06:44,R_4MBhd6M5GTlNC3I,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:44,2024-05-06 09:06:44,2,,100,0,1,2024-05-06 09:06:44,R_3fkE2nrWFEQ0v5Q,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:44,2024-05-06 09:06:44,2,,100,0,1,2024-05-06 09:06:44,R_3yjzLKVC4Ui1ZdQ,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:44,2024-05-06 09:06:44,2,,100,0,1,2024-05-06 09:06:44,R_1NElN1KcwVXW1ng,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:44,2024-05-06 09:06:44,2,,100,0,1,2024-05-06 09:06:45,R_0SrTScezHzClVga,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:45,2024-05-06 09:06:45,2,,100,0,1,2024-05-06 09:06:45,R_eku2jOp9bwr1Yr4,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:45,2024-05-06 09:06:45,2,,100,0,1,2024-05-06 09:06:45,R_eLhhBO7lVIgDnx4,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:45,2024-05-06 09:06:45,2,,100,0,1,2024-05-06 09:06:45,R_cw17JoglRywWTAy,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:45,2024-05-06 09:06:45,2,,100,0,1,2024-05-06 09:06:46,R_bI3pNqSPHXuk09o,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:46,2024-05-06 09:06:46,2,,100,0,1,2024-05-06 09:06:46,R_43lhWjaghhB2M18,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:46,2024-05-06 09:06:46,2,,100,0,1,2024-05-06 09:06:46,R_6G8NudYMlFgLeqW,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:46,2024-05-06 09:06:46,2,,100,0,1,2024-05-06 09:06:46,R_er4jITqWYKvA8WG,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:46,2024-05-06 09:06:46,2,,100,0,1,2024-05-06 09:06:47,R_ac7h7vKxTYRu1pQ,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:47,2024-05-06 09:06:47,2,,100,0,1,2024-05-06 09:06:47,R_2ghAWEaS69TeIXc,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:47,2024-05-06 09:06:47,2,,100,0,1,2024-05-06 09:06:47,R_9yQ0HbO0Fr3OhQa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:47,2024-05-06 09:06:47,2,,100,0,1,2024-05-06 09:06:47,R_3DjNPAZdpYYb7j8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:47,2024-05-06 09:06:47,2,,100,0,1,2024-05-06 09:06:48,R_3Qpr5JWeB9fXMCW,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:48,2024-05-06 09:06:48,2,,100,0,1,2024-05-06 09:06:48,R_0wx1ycPEWKtbQi2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:48,2024-05-06 09:06:48,2,,100,0,1,2024-05-06 09:06:48,R_da7XNp7lFUslcma,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:48,2024-05-06 09:06:48,2,,100,0,1,2024-05-06 09:06:48,R_8HXgzewyltjkMD4,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:48,2024-05-06 09:06:48,2,,100,0,1,2024-05-06 09:06:49,R_cuvNjIUXUWHpMz4,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:49,2024-05-06 09:06:49,2,,100,0,1,2024-05-06 09:06:49,R_blrNhIDnNY1cpNQ,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:49,2024-05-06 09:06:49,2,,100,0,1,2024-05-06 09:06:49,R_eFnuJpTuQR4NR66,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:49,2024-05-06 09:06:49,2,,100,0,1,2024-05-06 09:06:49,R_agiJ7TJOHwH9Yyi,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:49,2024-05-06 09:06:49,2,,100,0,1,2024-05-06 09:06:50,R_7OO3DjPzlJUF6B0,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:50,2024-05-06 09:06:50,2,,100,0,1,2024-05-06 09:06:50,R_5druxgQZWwuYhO6,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:50,2024-05-06 09:06:50,2,,100,0,1,2024-05-06 09:06:50,R_bNNcHKBRr54E7Yy,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:50,2024-05-06 09:06:50,2,,100,0,1,2024-05-06 09:06:50,R_7QHlO4yc5mNvrP8,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:50,2024-05-06 09:06:51,2,,100,1,1,2024-05-06 09:06:51,R_bloHPdW1Szb5aS2,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:51,2024-05-06 09:06:51,2,,100,0,1,2024-05-06 09:06:51,R_6x7KFS1tbzebYxg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:51,2024-05-06 09:06:52,2,,100,1,1,2024-05-06 09:06:52,R_bmciv0uo1NKcFBI,,,,,,,test,,1,2,2,24,23,86,81,34,,,,,,,,,,6.66,9.31,7.79,1,17,16,34,62,62,33,1,2,1,6,4,"Eu vestibulum tempor. Fermentum tempor, enim dolor? Ipsum molestie neque! Tincidunt gravida? Facilisi.",Lectus etiam accumsan id viverra laoreet proin per ridiculus magna dapibus vehicula.,7,,FL_40,Q241|av_trust_5|av_trust_2|av_trust_4|av_trust_1|av_trust_3,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-06 09:06:52,2024-05-06 09:06:52,2,,100,0,1,2024-05-06 09:06:52,R_6JMRe5OQXb7SGQ6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:53,2024-05-06 09:06:53,2,,100,0,1,2024-05-06 09:06:53,R_6A9taGPMsPX9CZ0,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:53,2024-05-06 09:06:53,2,,100,0,1,2024-05-06 09:06:53,R_6FfU4SRDQ7924Ki,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:53,2024-05-06 09:06:53,2,,100,0,1,2024-05-06 09:06:53,R_9p3Vlbhw0GxemMe,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:53,2024-05-06 09:06:53,2,,100,0,1,2024-05-06 09:06:53,R_7TBctIYXp6NPF5k,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:53,2024-05-06 09:06:54,2,,100,1,1,2024-05-06 09:06:54,R_a5WuNYf7h5H2Ng2,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:54,2024-05-06 09:06:54,2,,100,0,1,2024-05-06 09:06:54,R_eaIjmDrJ8NERdFc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:54,2024-05-06 09:06:54,2,,100,0,1,2024-05-06 09:06:54,R_eQziG6MCObtKrLo,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:54,2024-05-06 09:06:54,2,,100,0,1,2024-05-06 09:06:54,R_cBJ4B9ANGNW4Guq,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:55,2024-05-06 09:06:55,2,,100,0,1,2024-05-06 09:06:55,R_03qwFmb7o5qxQFM,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:55,2024-05-06 09:06:55,2,,100,0,1,2024-05-06 09:06:55,R_0GoZeN9ubsTejEG,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:55,2024-05-06 09:06:55,2,,100,0,1,2024-05-06 09:06:55,R_4I5zf9Wwu6mDktE,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:56,2024-05-06 09:06:56,2,,100,0,1,2024-05-06 09:06:56,R_bENzXFvRbQr4qjk,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:56,2024-05-06 09:06:56,2,,100,0,1,2024-05-06 09:06:56,R_dm8GbbCnM5j8EF8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:56,2024-05-06 09:06:56,2,,100,0,1,2024-05-06 09:06:56,R_6WEDjc8Lyxnj2Yu,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:56,2024-05-06 09:06:56,2,,100,0,1,2024-05-06 09:06:56,R_0DSyGJ8Jz2WVugS,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:57,2024-05-06 09:06:57,2,,100,0,1,2024-05-06 09:06:57,R_6m9bOKOCvjs4pFk,,,,,,,test,,1,2,2,55,14,84,21,40,,,,,,,,,,1.77,2.37,6,11,4,22,5,9,66,13,3,2,1,13,4,"Luctus mattis dolorem volutpat maecenas sem est pede euismod, quis.",Wisi pellentesque! Arcu ligula duis ridiculus ullamcorper! Orci maecenas accusamus suscipit felis.,7,,FL_40,Q241|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-06 09:06:57,2024-05-06 09:06:57,2,,100,0,1,2024-05-06 09:06:57,R_cT0B32WQ0I0Dwj4,,,,,,,test,,1,2,2,5,56,44,14,3,3.29,7.7,7.54,34,17,50,52,67,12,,,,,,,,,,,1,2,2,14,1,,Egestas? Wisi convallis fermentum ligula duis ultrices odio ante accusamus! Purus quis velit temporibus.,3,,FL_39,Q241|av_trust_2|av_trust_3|av_trust_1|av_trust_4|av_trust_5,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-06 09:06:57,2024-05-06 09:06:57,2,,100,0,1,2024-05-06 09:06:57,R_bgsTIRBNTWKgcfQ,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:58,2024-05-06 09:06:58,2,,100,0,1,2024-05-06 09:06:58,R_1XQMU020psf5lLE,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:58,2024-05-06 09:06:58,2,,100,0,1,2024-05-06 09:06:58,R_78wfBwDfSd8NmMm,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:58,2024-05-06 09:06:58,2,,100,0,1,2024-05-06 09:06:58,R_9sKGwwam1ZavVdk,,,,,,,test,,1,2,2,10,42,27,37,7,4.47,9.56,5.18,50,93,70,17,38,27,,,,,,,,,,,3,1,2,64,3,,Fusce? Proin elementum praesent interdum risus eu ultrices suspendisse curabitur morbi.,6,,FL_39,Q241|av_trust_2|av_trust_1|av_trust_3|av_trust_4|av_trust_5,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-06 09:06:58,2024-05-06 09:06:59,2,,100,1,1,2024-05-06 09:06:59,R_7VuAAmCiTvlvH6e,,,,,,,test,,1,2,2,34,83,61,83,89,,,,,,,,,,0.64,1.65,9.26,18,62,70,8,4,89,51,1,1,2,86,2,,Sodales integer culpa quis iaculis vulputate laoreet tempor. Ipsum molestie.,2,,FL_40,Q241|av_trust_3|av_trust_2|av_trust_1|av_trust_4|av_trust_5,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-06 09:06:59,2024-05-06 09:06:59,2,,100,0,1,2024-05-06 09:06:59,R_3pEwPXVI7nNJuPc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:59,2024-05-06 09:06:59,2,,100,0,1,2024-05-06 09:06:59,R_6YBSNi2RWj7PCCy,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:06:59,2024-05-06 09:06:59,2,,100,0,1,2024-05-06 09:07:00,R_3ISfbrKJbIkPseG,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:00,2024-05-06 09:07:00,2,,100,0,1,2024-05-06 09:07:00,R_cO4YXgex100Jt2u,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:00,2024-05-06 09:07:00,2,,100,0,1,2024-05-06 09:07:00,R_cwNGvSNp2zM9qaW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:00,2024-05-06 09:07:00,2,,100,0,1,2024-05-06 09:07:00,R_6nbT8iIKDplM2F0,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:01,2024-05-06 09:07:01,2,,100,0,1,2024-05-06 09:07:01,R_0dII5hRIVtSBbTg,,,,,,,test,,1,2,2,4,32,80,3,89,,,,,,,,,,3.61,9.33,4.19,8,7,87,42,0,68,16,3,1,1,40,1,,Molestie. Egestas facilisi ipsum nulla vel tempor tortor? Fringilla aliquet.,8,Eleifend cras tincidunt eu ab urna enim? Velit posuere curabitur quam volutpat scelerisque sit curabitur.,FL_40,Q241|av_trust_2|av_trust_5|av_trust_4|av_trust_3|av_trust_1,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-06 09:07:01,2024-05-06 09:07:01,2,,100,0,1,2024-05-06 09:07:01,R_8wYFR4YsAHmqDDE,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:01,2024-05-06 09:07:02,2,,100,1,1,2024-05-06 09:07:02,R_cA6qKp04Ul1DoMK,,,,,,,test,,1,2,2,97,92,60,52,0,3.27,8.47,3.43,10,64,53,44,57,96,,,,,,,,,,,1,1,1,85,1,,Odio turpis fermentum ut orci molestie convallis praesent. Porttitor venenatis.,6,,FL_39,Q241|av_trust_4|av_trust_1|av_trust_2|av_trust_3|av_trust_5,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-06 09:07:02,2024-05-06 09:07:02,2,,100,0,1,2024-05-06 09:07:02,R_czFHlwEUwpsGBz8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:02,2024-05-06 09:07:02,2,,100,0,1,2024-05-06 09:07:02,R_a41RG1MEg8Hk15s,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:02,2024-05-06 09:07:02,2,,100,0,1,2024-05-06 09:07:02,R_3mXFexmig3EVszA,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:03,2024-05-06 09:07:03,2,,100,0,1,2024-05-06 09:07:03,R_5BdEA0hOPfdF1ci,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:03,2024-05-06 09:07:03,2,,100,0,1,2024-05-06 09:07:03,R_cxdEDAQe9Oco5KK,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:03,2024-05-06 09:07:03,2,,100,0,1,2024-05-06 09:07:03,R_bvJBKi5RVslhr3U,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:03,2024-05-06 09:07:03,2,,100,0,1,2024-05-06 09:07:04,R_8qvQlxtPv7GdzhA,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:04,2024-05-06 09:07:04,2,,100,0,1,2024-05-06 09:07:04,R_50VxckcDk7fPVau,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:04,2024-05-06 09:07:04,2,,100,0,1,2024-05-06 09:07:04,R_2s0iMWf8o8QUquW,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:04,2024-05-06 09:07:04,2,,100,0,1,2024-05-06 09:07:04,R_bvy6L64X5ilNU9g,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:04,2024-05-06 09:07:04,2,,100,0,1,2024-05-06 09:07:05,R_0fvHzW2qPMgCxq6,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:05,2024-05-06 09:07:05,2,,100,0,1,2024-05-06 09:07:05,R_8kvMYzDQvLKNKuO,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06 09:07:05,2024-05-06 09:07:05,2,,100,0,1,2024-05-06 09:07:05,R_eCF11PcY55VthEG,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
