StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,trust_scale_DO
2023-04-04 09:59:36,2023-04-04 10:04:17,0,135.26.144.25,100,281,1,2023-04-04 10:04:17,R_Bx30H0PI6XEXjCV,,,,,38.7169,-121.3677,anonymous,EN,1,2,2,0,0,30.202,0,0,0,14.698,0,98,3,100,55,53,,,,,,,,,,,,,,,1,1,0,2,2,50,84,12,2,,46,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_1|av_trust_5|av_trust_4|av_trust_2|av_trust_3
2023-04-04 10:01:01,2023-04-04 10:04:20,0,24.165.205.59,100,198,1,2023-04-04 10:04:20,R_s5r0WyRuOs8PtBL,,,,,41.2307,-80.4539,anonymous,EN,1,2,2,0,0,20.998,0,0,0,14.303,0,92,9,91,8,9,,,,,,,,,,,,,,,1,1,0,0,0,0,100,9,1,,46,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_1|av_trust_4|av_trust_3|av_trust_5|av_trust_2
2023-04-04 09:57:48,2023-04-04 10:04:33,0,107.180.135.37,100,404,1,2023-04-04 10:04:34,R_VQCK9V5XYeJfVDj,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,20.595,0,0,0,29.039,0,84,89,78,84,81,87,1,2,83,82,71,70,77,66,2,,28,5,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_2|av_trust_3|av_trust_5|av_trust_4
2023-04-04 10:00:33,2023-04-04 10:04:40,0,71.32.164.180,100,246,1,2023-04-04 10:04:41,R_BVtGUFs3uuCVZfj,,,,,41.3525,-86.3061,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,23.614,0,0,0,16.895,0,90,50,10,100,60,50,2,1,10,10,20,10,85,60,2,,36,1,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_4|av_trust_5|av_trust_2|av_trust_1
2023-04-04 09:56:35,2023-04-04 10:04:43,0,71.195.11.154,100,487,1,2023-04-04 10:04:43,R_3qsxuSE7f2SrSt3,,,,,44.8058,-93.6071,anonymous,EN,1,2,2,0,0,75.697,0,0,0,24.598,0,100,0,100,5,0,,,,,,,,,,,,,,,1,1,95,95,100,100,5,45,2,,32,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_5|av_trust_1|av_trust_4|av_trust_3|av_trust_2
2023-04-04 09:59:57,2023-04-04 10:05:06,0,208.195.170.252,100,309,1,2023-04-04 10:05:07,R_3MKXcgt0PgdPURu,,,,,40.6665,-73.5455,anonymous,EN,1,2,2,0,0,36.706,0,0,0,34.037,0,94,95,97,93,89,,,,,,,,,,,,,,,2,1,78,91,77,92,92,73,2,,25,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_1|av_trust_4|av_trust_3|av_trust_5
2023-04-04 09:57:38,2023-04-04 10:05:16,0,98.177.108.68,100,458,1,2023-04-04 10:05:17,R_REyI9R8kO6nWc81,,,,,33.4294,-112.3896,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,18.018,0,0,0,25.275,0,100,0,0,100,0,0,2,1,0,29,8,0,29,10,2,,57,5,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_4|av_trust_2|av_trust_5|av_trust_1
2023-04-04 10:02:01,2023-04-04 10:05:19,0,96.47.57.141,100,198,1,2023-04-04 10:05:20,R_2V3i6qwPbgqEQFj,,,,,37.5281,-121.9732,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,35.483,0,0,0,15.384,0,96,0,11,100,3,24,2,1,74,66,10,89,92,25,1,,47,7,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_5|av_trust_4|av_trust_1|av_trust_2
2023-04-04 10:00:51,2023-04-04 10:05:24,0,173.185.66.206,100,272,1,2023-04-04 10:05:24,R_1OIjSK9gn6HKqxl,,,,,33.4085,-94.1819,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,21.032,0,0,0,15.787,0,100,0,0,100,30,50,2,1,0,0,10,10,85,0,1,,47,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_4|av_trust_2|av_trust_1|av_trust_5
2023-04-04 10:01:57,2023-04-04 10:05:44,0,50.237.46.130,100,226,1,2023-04-04 10:05:44,R_2yd55mZA9eGkrMD,,,,,42.354,-87.8675,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,12.938,0,0,0,11.155,0,95,10,60,100,20,5,2,1,30,55,50,60,50,65,2,,47,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_5|av_trust_2|av_trust_1|av_trust_3
2023-04-04 10:03:10,2023-04-04 10:05:44,0,204.145.103.30,100,154,1,2023-04-04 10:05:45,R_3fvjXNLQlZIdwYD,,,,,30.2884,-81.6361,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,12.529,0,0,0,11.367,0,100,0,0,100,27,15,2,1,64,84,66,75,38,35,1,,42,4,,FL_40,,,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_5|av_trust_3|av_trust_2|av_trust_4
2023-04-04 10:02:26,2023-04-04 10:05:51,0,76.104.104.130,100,204,1,2023-04-04 10:05:51,R_2y2hlos5AztBseM,,,,,37.2128,-77.477,anonymous,EN,1,2,2,0,0,18.037,0,0,0,12.167,0,100,0,100,100,100,,,,,,,,,,,,,,,1,1,71,100,0,0,30,16,2,,48,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1
2023-04-04 10:03:35,2023-04-04 10:06:00,0,174.79.123.58,100,145,1,2023-04-04 10:06:01,R_2fYs9F414kPWZxL,,,,,30.4457,-91.1801,anonymous,EN,1,2,2,0,0,13.481,0,0,0,11.562,0,100,0,92,71,0,,,,,,,,,,,,,,,1,1,87,75,41,63,73,77,1,,32,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_5|av_trust_1|av_trust_2|av_trust_3|av_trust_4
2023-04-04 09:59:29,2023-04-04 10:06:01,0,64.121.233.192,100,391,1,2023-04-04 10:06:01,R_1rdkpbSM5RBs2B8,,,,,40.625,-75.3953,anonymous,EN,1,2,2,0,0,33.628,0,0,0,13.699,0,100,6,100,25,0,,,,,,,,,,,,,,,1,1,55,61,57,62,44,0,2,,59,1,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_4|av_trust_5|av_trust_2|av_trust_1
2023-04-04 10:03:22,2023-04-04 10:06:04,0,98.153.62.218,100,162,1,2023-04-04 10:06:05,R_1LGWpYLbvQTBnh8,,,,,34.0672,-118.3016,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,19.131,0,0,0,11.567,0,100,5,5,100,75,55,1,1,40,40,40,40,60,0,2,,37,1,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_5|av_trust_3|av_trust_4|av_trust_2
2023-04-04 10:05:37,2023-04-04 10:06:04,0,74.122.62.156,100,27,1,2023-04-04 10:06:05,R_3KI3QXcKFu3T2s4,,,,,39.0469,-77.4903,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 10:02:44,2023-04-04 10:06:11,0,162.196.176.250,100,207,1,2023-04-04 10:06:11,R_2tg8wlQOYmqoiJa,,,,,34.2166,-118.6028,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,13.669,0,0,0,14.158,0,100,0,0,100,15,0,2,1,50,50,50,49,43,50,1,,53,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_2|av_trust_4|av_trust_1|av_trust_5
2023-04-04 10:02:56,2023-04-04 10:06:20,0,72.238.41.112,100,204,1,2023-04-04 10:06:21,R_2tfHGYg3UozvvuH,,,,,28.9453,-81.2989,anonymous,EN,1,2,2,0,0,18.33,0,0,0,11.696,0,100,20,100,11,18,,,,,,,,,,,,,,,1,1,0,0,0,0,100,33,1,,52,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_2|av_trust_4|av_trust_5|av_trust_1
2023-04-04 10:04:00,2023-04-04 10:06:22,0,72.165.9.195,100,141,1,2023-04-04 10:06:22,R_3MujsB2xE1tfuF0,,,,,33.1323,-109.2462,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,16.642,0,0,0,14.446,0,100,0,0,100,54,42,2,1,32,22,26,17,92,4,2,,31,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_5|av_trust_4|av_trust_3|av_trust_2
2023-04-04 09:58:15,2023-04-04 10:06:25,0,24.233.108.39,100,489,1,2023-04-04 10:06:25,R_3fjxF8Q60DNuVy1,,,,,43.2874,-71.3352,anonymous,EN,1,2,2,0,0,14.896,0,0,0,10.8,0,100,0,100,50,0,,,,,,,,,,,,,,,1,1,20,20,24,0,72,0,1,,46,1,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_4|av_trust_2|av_trust_1|av_trust_5
2023-04-04 10:02:10,2023-04-04 10:06:28,0,206.251.200.175,100,257,1,2023-04-04 10:06:28,R_23Wgsejpvprpirz,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,24.248,0,0,0,30.339,0,62,64,66,77,66,41,2,1,66,58,64,74,77,61,2,,56,5,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_2|av_trust_4|av_trust_3|av_trust_5|av_trust_1
2023-04-04 09:56:55,2023-04-04 10:06:42,0,68.5.11.100,100,586,1,2023-04-04 10:06:43,R_3oXGWLUFFvOUoVI,,,,,33.6564,-117.8245,anonymous,EN,1,2,2,,,,,,,,,,,,,,1.847,1.847,423.603,1,0,0,20.906,0,89,84,71,85,87,83,1,2,77,93,82,91,75,91,2,,43,5,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_2|av_trust_3|av_trust_4|av_trust_5
2023-04-04 09:57:19,2023-04-04 10:06:52,0,163.123.222.250,100,573,1,2023-04-04 10:06:53,R_1n2yvqUuQOPpcEL,,,,,40.7009,-73.9461,anonymous,EN,1,2,2,7.38,11.191,140.967,2,37.698,37.698,39.812,1,20,79,100,20,20,,,,,,,,,,,,,,,2,1,64,27,32,50,37,10,1,,29,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_4|av_trust_3|av_trust_5|av_trust_2|av_trust_1
2023-04-04 10:04:45,2023-04-04 10:06:52,0,70.44.94.194,100,127,1,2023-04-04 10:06:53,R_eeqnUrwujjrgl6F,,,,,40.6561,-75.2336,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,13.072,0,0,0,11.251,0,97,0,1,97,57,44,2,1,11,7,9,3,99,39,2,,38,4,,FL_40,,,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_2|av_trust_1|av_trust_3|av_trust_5
2023-04-04 10:04:23,2023-04-04 10:07:01,0,12.91.234.22,100,158,1,2023-04-04 10:07:02,R_2wGlwTgENS6jo6Q,,,,,39.1256,-84.5127,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.97,0,0,0,10.806,0,100,0,6,100,4,98,2,2,20,29,42,62,33,30,2,,46,4,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_2|av_trust_5|av_trust_1|av_trust_4|av_trust_3
2023-04-04 10:02:54,2023-04-04 10:07:07,0,71.135.143.145,100,253,1,2023-04-04 10:07:08,R_DIXVj5h1F2G6iyd,,,,,38.2083,-84.245,anonymous,EN,1,2,2,0,0,31.973,0,0,0,14.517,0,100,0,100,50,6,,,,,,,,,,,,,,,1,1,75,75,75,75,25,80,1,,48,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_4|av_trust_5|av_trust_1|av_trust_2|av_trust_3
2023-04-04 10:03:43,2023-04-04 10:07:11,0,107.115.203.125,100,207,1,2023-04-04 10:07:11,R_3hEcTac9bG3ZEAr,,,,,38.5774,-90.6709,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,19.987,0,0,0,11.237,0,95,5,0,100,50,90,2,1,0,0,0,0,100,0,2,,62,1,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_2|av_trust_5|av_trust_3|av_trust_1
2023-04-04 10:00:01,2023-04-04 10:07:27,0,47.220.74.162,100,445,1,2023-04-04 10:07:27,R_31BLZn48gz81ZEV,,,,,30.3217,-95.5285,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,17.694,0,0,0,15.273,0,93,5,0,95,57,32,2,1,30,43,45,41,71,40,2,,39,4,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_4|av_trust_1|av_trust_5|av_trust_2|av_trust_3
2023-04-04 10:04:37,2023-04-04 10:07:32,0,73.201.246.52,100,175,1,2023-04-04 10:07:33,R_OOMZoAVP7NEJpAJ,,,,,39.2891,-76.5583,anonymous,EN,1,2,2,0,0,14.651,0,0,0,11.146,0,95,10,65,100,100,,,,,,,,,,,,,,,1,1,60,60,30,70,55,60,1,,34,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_4|av_trust_1|av_trust_5|av_trust_2
2023-04-04 10:00:36,2023-04-04 10:07:33,0,47.17.23.34,100,416,1,2023-04-04 10:07:33,R_2dT6i0LZP4Ouk5s,,,,,40.7033,-73.6718,anonymous,EN,1,2,2,0,0,15.935,0,8.016,11.664,12.136,2,100,0,100,11,22,,,,,,,,,,,,,,,1,1,66,61,78,45,15,90,2,,32,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_2|av_trust_5|av_trust_1|av_trust_4
2023-04-04 10:05:31,2023-04-04 10:07:37,0,70.44.172.106,100,125,1,2023-04-04 10:07:38,R_tM4IxKI1f5Qkk81,,,,,40.8011,-75.9774,anonymous,EN,1,2,2,0,0,13.09,0,0,0,10.846,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,0,0,0,0,100,68,1,,32,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_5|av_trust_1|av_trust_4|av_trust_2
2023-04-04 10:04:50,2023-04-04 10:07:43,0,98.32.225.14,100,173,1,2023-04-04 10:07:44,R_1IgsGjIwC4viIae,,,,,41.9462,-88.0758,anonymous,EN,1,2,2,0,0,20.701,0,0,0,17.901,0,78,76,68,75,76,,,,,,,,,,,,,,,1,1,81,74,70,65,64,77,2,,56,5,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_5|av_trust_1|av_trust_4|av_trust_3
2023-04-04 10:04:55,2023-04-04 10:07:50,0,192.34.130.248,100,174,1,2023-04-04 10:07:50,R_2ttBC9L3srcFLtU,,,,,35.903,-82.2876,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,22.805,0,0,0,11.221,0,99,0,0,100,21,14,2,1,46,40,41,42,50,20,1,,56,1,,FL_40,,,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_5|av_trust_1|av_trust_3|av_trust_4|av_trust_2
2023-04-04 10:02:51,2023-04-04 10:08:02,0,68.0.180.99,100,311,1,2023-04-04 10:08:03,R_2coxehUfE5zSide,,,,,32.2503,-110.945,anonymous,EN,1,2,2,0,0,35.819,0,0,0,14.2,0,97,0,92,10,100,,,,,,,,,,,,,,,1,1,0,20,13,9,98,30,2,,72,3,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_1|av_trust_4|av_trust_2|av_trust_5|av_trust_3
2023-04-04 10:04:46,2023-04-04 10:08:06,0,99.174.106.76,100,199,1,2023-04-04 10:08:06,R_1LpzdAslvlD5U5N,,,,,29.9149,-81.3672,anonymous,EN,1,2,2,0,0,27.097,0,0,0,11.895,0,100,100,100,100,100,,,,,,,,,,,,,,,1,1,14,50,2,50,91,25,1,,24,4,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_2|av_trust_4|av_trust_5|av_trust_1
2023-04-04 10:02:59,2023-04-04 10:08:09,0,76.128.211.215,100,309,1,2023-04-04 10:08:09,R_3RmxY2VB6zQRekN,,,,,25.992,-80.2702,anonymous,EN,1,2,2,0,0,42.666,0,0,0,11.867,0,100,100,100,90,50,,,,,,,,,,,,,,,1,1,20,10,29,20,50,20,1,,24,3,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_2|av_trust_1|av_trust_5|av_trust_4
2023-04-04 09:59:05,2023-04-04 10:08:11,0,74.122.62.220,100,546,1,2023-04-04 10:08:12,R_1ln9C8YNH8K4T8g,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,0,0,17.117,0,0,0,21.047,0,38,29,69,30,39,,,,,,,,,,,,,,,1,2,42,60,38,32,41,62,2,,56,5,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_4|av_trust_1|av_trust_5|av_trust_2
2023-04-04 10:04:37,2023-04-04 10:08:12,0,70.160.126.242,100,214,1,2023-04-04 10:08:12,R_10DD1AxSaleCASR,,,,,36.8282,-76.0237,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,18.764,0,0,0,15.588,0,85,21,0,79,74,73,2,1,66,65,68,62,32,21,1,,59,4,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1
2023-04-04 10:02:47,2023-04-04 10:08:14,0,68.231.131.135,100,327,1,2023-04-04 10:08:15,R_UDvefzISnXkVD8t,,,,,32.2123,-110.879,anonymous,EN,1,2,2,0,0,23.184,0,0,0,12.264,0,99,1,100,100,70,,,,,,,,,,,,,,,1,1,0,0,0,0,100,50,1,,61,2,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_4|av_trust_1|av_trust_5|av_trust_3|av_trust_2
2023-04-04 10:05:05,2023-04-04 10:08:27,0,172.56.224.79,100,202,1,2023-04-04 10:08:27,R_XG3ZVgPYnhy3pPr,,,,,33.4166,-86.7795,anonymous,EN,1,2,2,0,0,25.833,0,0,0,11.112,0,100,0,100,100,100,,,,,,,,,,,,,,,1,1,9,83,82,84,83,0,2,,43,1,,FL_39,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_5|av_trust_2|av_trust_1|av_trust_4|av_trust_3
2023-04-04 09:58:27,2023-04-04 10:08:31,0,45.130.83.24,100,603,1,2023-04-04 10:08:31,R_BEpLSQZGRsu8pQB,,,,,40.7123,-74.0068,anonymous,EN,1,2,2,0,0,63.664,0,0,0,25.528,0,10,0,40,90,100,,,,,,,,,,,,,,,1,1,60,30,18,60,30,0,1,,46,2,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_1|av_trust_2|av_trust_3|av_trust_5|av_trust_4
2023-04-04 10:03:52,2023-04-04 10:08:45,0,172.58.60.87,100,292,1,2023-04-04 10:08:46,R_2VKLKX3bNPE8cTC,,,,,39.7593,-104.9651,anonymous,EN,1,2,2,0,0,17.651,0,0,0,20.28,0,85,55,100,100,100,,,,,,,,,,,,,,,1,1,0,0,0,0,100,20,2,,41,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_4|av_trust_1|av_trust_3|av_trust_5|av_trust_2
2023-04-04 10:06:55,2023-04-04 10:08:53,0,65.99.103.204,100,118,1,2023-04-04 10:08:54,R_3JC9DX66DG7lezs,,,,,38.2977,-76.5324,anonymous,EN,1,2,2,0,0,14.336,0,0,0,10.906,0,100,17,83,52,31,,,,,,,,,,,,,,,1,1,12,57,10,10,54,32,2,,26,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_2|av_trust_5|av_trust_3|av_trust_1|av_trust_4
2023-04-04 10:06:17,2023-04-04 10:09:02,0,45.25.40.215,100,165,1,2023-04-04 10:09:03,R_217hm4zq8btUyD9,,,,,33.7485,-84.3871,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,18.296,0,0,0,23.239,0,100,0,61,100,0,15,2,1,61,71,68,71,33,25,1,,33,3,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_2|av_trust_1|av_trust_4|av_trust_5|av_trust_3
2023-04-04 10:05:42,2023-04-04 10:09:07,0,184.179.162.188,100,204,1,2023-04-04 10:09:08,R_9SvKuXH9Sf0IUN3,,,,,32.2163,-110.9241,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,33.198,0,0,0,13.182,0,100,0,0,100,5,1,2,1,0,0,0,0,100,0,2,,39,2,,FL_40,,,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_2|av_trust_3|av_trust_4|av_trust_5
2023-04-04 10:06:19,2023-04-04 10:09:08,0,75.194.78.11,100,169,1,2023-04-04 10:09:08,R_9yIJIsxRZTtLekV,,,,,28.0508,-82.4484,anonymous,EN,1,2,2,0,0,18.35,0,0,0,11.465,0,100,0,100,82,69,,,,,,,,,,,,,,,1,1,0,0,0,29,100,14,1,,35,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_4|av_trust_3|av_trust_1|av_trust_5|av_trust_2
2023-04-04 10:04:53,2023-04-04 10:09:14,0,100.8.92.5,100,260,1,2023-04-04 10:09:14,R_27v3d1sw15HEy7L,,,,,40.7182,-74.0476,anonymous,EN,1,2,2,0,0,11.596,0,0,0,11.263,0,0,100,14,100,100,,,,,,,,,,,,,,,1,2,0,0,0,0,100,32,2,,26,4,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_1|av_trust_2|av_trust_4|av_trust_5
2023-04-04 10:05:52,2023-04-04 10:09:20,0,206.217.11.0,100,208,1,2023-04-04 10:09:21,R_3CD8HAkIJrDZlew,,,,,41.6072,-109.228,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,29.064,0,0,0,13.17,0,97,17,0,100,61,93,2,1,75,90,90,86,10,28,2,,55,3,,FL_40,,,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid,trust_intro|av_trust_1|av_trust_5|av_trust_4|av_trust_2|av_trust_3
